tas,"	Year", Month, Country, ISO3, ISO2
25.0234,1949,10,BRA,,
25.4499,1949,11,BRA,,
25.4862,1949,12,BRA,,
25.2379,1950,1,BRA,,
25.2337,1950,2,BRA,,
24.6584,1950,3,BRA,,
24.5992,1950,4,BRA,,
24.0285,1950,5,BRA,,
23.3648,1950,6,BRA,,
22.9098,1950,7,BRA,,
24.0145,1950,8,BRA,,
25.1628,1950,9,BRA,,
25.0502,1950,10,BRA,,
25.2693,1950,11,BRA,,
25.249,1950,12,BRA,,
25.0847,1951,1,BRA,,
25.2098,1951,2,BRA,,
25.2896,1951,3,BRA,,
23.8485,1951,4,BRA,,
23.8918,1951,5,BRA,,
22.9105,1951,6,BRA,,
22.8455,1951,7,BRA,,
23.8464,1951,8,BRA,,
25.3294,1951,9,BRA,,
25.7419,1951,10,BRA,,
25.6954,1951,11,BRA,,
25.3324,1951,12,BRA,,
25.9079,1952,1,BRA,,
25.908,1952,2,BRA,,
25.5428,1952,3,BRA,,
24.3725,1952,4,BRA,,
24.0214,1952,5,BRA,,
22.5082,1952,6,BRA,,
23.2099,1952,7,BRA,,
24.3507,1952,8,BRA,,
24.8947,1952,9,BRA,,
25.6094,1952,10,BRA,,
25.4196,1952,11,BRA,,
25.3959,1952,12,BRA,,
25.7064,1953,1,BRA,,
25.5873,1953,2,BRA,,
25.4513,1953,3,BRA,,
24.6096,1953,4,BRA,,
24.3607,1953,5,BRA,,
23.3842,1953,6,BRA,,
22.2713,1953,7,BRA,,
24.7968,1953,8,BRA,,
25.6091,1953,9,BRA,,
25.4333,1953,10,BRA,,
25.6975,1953,11,BRA,,
25.4746,1953,12,BRA,,
25.5085,1954,1,BRA,,
25.6897,1954,2,BRA,,
25.2565,1954,3,BRA,,
25.1274,1954,4,BRA,,
23.9342,1954,5,BRA,,
23.6967,1954,6,BRA,,
23.0944,1954,7,BRA,,
24.2118,1954,8,BRA,,
25.4255,1954,9,BRA,,
25.6143,1954,10,BRA,,
25.6291,1954,11,BRA,,
25.4891,1954,12,BRA,,
25.3465,1955,1,BRA,,
25.4878,1955,2,BRA,,
25.1825,1955,3,BRA,,
24.5954,1955,4,BRA,,
23.7629,1955,5,BRA,,
23.4798,1955,6,BRA,,
22.3955,1955,7,BRA,,
24.1201,1955,8,BRA,,
25.3672,1955,9,BRA,,
25.3152,1955,10,BRA,,
25.3735,1955,11,BRA,,
25.3261,1955,12,BRA,,
25.2828,1956,1,BRA,,
25.0841,1956,2,BRA,,
25.2133,1956,3,BRA,,
24.2314,1956,4,BRA,,
23.2779,1956,5,BRA,,
22.3248,1956,6,BRA,,
22.8735,1956,7,BRA,,
23.2069,1956,8,BRA,,
25.0539,1956,9,BRA,,
25.2182,1956,10,BRA,,
25.0691,1956,11,BRA,,
25.3985,1956,12,BRA,,
24.9132,1957,1,BRA,,
25.2347,1957,2,BRA,,
24.9441,1957,3,BRA,,
24.3369,1957,4,BRA,,
24.4681,1957,5,BRA,,
23.515,1957,6,BRA,,
22.5139,1957,7,BRA,,
24.3215,1957,8,BRA,,
24.9271,1957,9,BRA,,
25.9349,1957,10,BRA,,
25.564,1957,11,BRA,,
26.0135,1957,12,BRA,,
26.0311,1958,1,BRA,,
26.3218,1958,2,BRA,,
25.5971,1958,3,BRA,,
25.1078,1958,4,BRA,,
24.3534,1958,5,BRA,,
24.1213,1958,6,BRA,,
24.1276,1958,7,BRA,,
23.9122,1958,8,BRA,,
25.3494,1958,9,BRA,,
25.731,1958,10,BRA,,
25.7322,1958,11,BRA,,
25.969,1958,12,BRA,,
25.5507,1959,1,BRA,,
25.7786,1959,2,BRA,,
25.2779,1959,3,BRA,,
25.5452,1959,4,BRA,,
24.3555,1959,5,BRA,,
23.3847,1959,6,BRA,,
23.83,1959,7,BRA,,
24.1106,1959,8,BRA,,
25.334,1959,9,BRA,,
25.8712,1959,10,BRA,,
25.5119,1959,11,BRA,,
25.9098,1959,12,BRA,,
25.5589,1960,1,BRA,,
25.5085,1960,2,BRA,,
25.1585,1960,3,BRA,,
24.7232,1960,4,BRA,,
23.3262,1960,5,BRA,,
23.2203,1960,6,BRA,,
23.1235,1960,7,BRA,,
24.0414,1960,8,BRA,,
25.2906,1960,9,BRA,,
25.9007,1960,10,BRA,,
25.371,1960,11,BRA,,
25.5653,1960,12,BRA,,
25.6757,1961,1,BRA,,
25.4984,1961,2,BRA,,
25.5365,1961,3,BRA,,
25.301,1961,4,BRA,,
24.4658,1961,5,BRA,,
23.2587,1961,6,BRA,,
23.5458,1961,7,BRA,,
25.1655,1961,8,BRA,,
26.2514,1961,9,BRA,,
26.1581,1961,10,BRA,,
26.0869,1961,11,BRA,,
25.4432,1961,12,BRA,,
25.5758,1962,1,BRA,,
25.6704,1962,2,BRA,,
25.6064,1962,3,BRA,,
24.8705,1962,4,BRA,,
23.9019,1962,5,BRA,,
22.9148,1962,6,BRA,,
22.5777,1962,7,BRA,,
24.4112,1962,8,BRA,,
25.8153,1962,9,BRA,,
25.2797,1962,10,BRA,,
26.0716,1962,11,BRA,,
25.7458,1962,12,BRA,,
25.8617,1963,1,BRA,,
25.3884,1963,2,BRA,,
25.6087,1963,3,BRA,,
25.1105,1963,4,BRA,,
23.9397,1963,5,BRA,,
23.0859,1963,6,BRA,,
23.6093,1963,7,BRA,,
24.896,1963,8,BRA,,
26.1908,1963,9,BRA,,
27.096,1963,10,BRA,,
26.2858,1963,11,BRA,,
25.9114,1963,12,BRA,,
25.8225,1964,1,BRA,,
26.0198,1964,2,BRA,,
25.5102,1964,3,BRA,,
