"iso_o","year","ck","pop_o","area","TO","temperature","rainfall","openness_hat","AperP","ckperP","hat_realopen"
"DMA",2012,2052.35864257812,72044,751,0.8400016278,25.0357916666667,263.7392,0.0010107811405706,0.0104241852201432,0.0284875720750947,0.93076897207977
"DMA",2013,2111.50854492188,72400,751,0.8708125474,25.07035,260.905583333333,0.00263460870840985,0.0103729281767956,0.0291644826646669,0.920115770472802
"DMA",2014,2189.09619140625,72778,751,1.1600113784,24.9984333333333,233.754225,0.0134236865309647,0.0103190524609085,0.0300790924648417,0.912371997838712
"DNK",2002,550845.0625,5372801,43094,0.8455693977,9.1910575,70.7304916666667,0.00237261563511499,0.00802076979958871,0.102524746868533,0.86319683922043
"DNK",2003,571444,5386968,43094,0.808817255,8.69431916666667,52.8188666666667,0.00686853883424556,0.00799967625573421,0.106078966869675,0.864162973420899
"DNK",2004,616303.5625,5402761,43094,0.8220778074,8.75500666666667,63.762025,0.035101533994757,0.00797629212175034,0.114071964778749,0.916171867719097
"DNK",2005,652714,5421702,43094,0.8939976695,8.78046416666667,55.166425,0.0222760551781615,0.00794842652731559,0.120389132416352,0.939556994413937
"DNK",2006,727784.5,5444303,43094,0.9736669718,9.4590825,66.7993666666667,0.235475826204597,0.00791543012943989,0.133678176986108,0.96068532921868
"DNK",2007,783919.0625,5469957,43094,1.0006786114,9.60414416666667,71.0542166666667,0.0316652636574288,0.00787830690442356,0.143313569466817,0.986260875974654
"DNK",2008,883759.625,5497795,43094,1.0482822362,9.51520333333333,60.5938333333333,0.00391064191760097,0.00783841521919242,0.160748013521785,1.00986245672135
"DNK",2009,917293.1875,5526447,43094,0.8975503196,8.92536,59.7314416666667,0.0198563921618093,0.00779777676326218,0.165982445412034,0.885854738937297
"DNK",2010,997461.5,5554844,43094,0.9409997979,7.07166166666667,61.1076333333333,0.00431695242980198,0.00775791363357819,0.179566068822095,0.903162628470247
"DNK",2011,1077295,5582873,43094,1.0124574006,9.1696025,64.8082916666667,0.0363945272103544,0.00771896476957294,0.192964267680816,0.99333383378081
"DNK",2012,1055491.625,5610660,43094,1.0324099922,8.572225,59.8118666666667,0.00041899773296768,0.00768073631266197,0.188122542624219,1.00063960951119
"DNK",2013,1072171.875,5637817,43094,1.0305014777,8.70072916666667,54.6298616666667,0.00212498395754441,0.00764373870240911,0.190175004793522,0.992467116558456
"DNK",2014,1079511.125,5663914,43094,1.0226392047,10.4131941666667,70.05315,0.00510859813963404,0.00760851947963899,0.190594547339525,1.01429287775293
"DOM",2002,220799.5,8832285,48734,0.6872328291,24.6854166666667,100.530716666667,0.018026080971772,0.00551771144160316,0.0249991366899959,0.545820368263692
"DOM",2003,229209.421875,8967760,48734,0.8444950319,24.7176,151.045875,0.00890983625795908,0.00543435595957073,0.025559272535728,0.552739942699647
"DOM",2004,248031.078125,9102998,48734,0.8135142294,24.3971,125.142308333333,0.00704746576543277,0.00535362086205006,0.0272471858309757,0.600801579006467
"DOM",2005,273666.8125,9237566,48734,0.6165355873,24.4297166666667,160.267941666667,0.00128497295314477,0.00527563213080156,0.0296254243271442,0.619301436320059
"DOM",2006,299986.65625,9371338,48734,0.6376648264,24.4183416666667,124.666525,0.00126277639768681,0.00520032464947908,0.0320110806215719,0.639693551149923
"DOM",2007,321128.96875,9504353,48734,0.6194723068,24.2478,159.471875,0.00363005890075684,0.00512754524163823,0.0337875675230076,0.651812267049068
"DOM",2008,339018.65625,9636520,48734,0.6139205309,23.9090833333333,119.306283333333,0.0023663337210993,0.00505721982624433,0.0351806104537738,0.675922636277158
"DOM",2009,346920.125,9767758,48734,0.506122826,24.386025,119.928591666667,0.000917547061570569,0.00498927184723454,0.0355168632351457,0.570758392445787
"DOM",2010,358452.90625,9897985,48734,0.5599993608,24.4825166666667,162.930891666667,0.0162510939806414,0.00492362839507233,0.0362147352466184,0.620364982163949
"DOM",2011,372252.65625,10027095,48734,0.589896659,23.9651083333333,146.4523,0.00268769493870937,0.00486023120355397,0.0371246763145258,0.672708567997587
"DOM",2012,387896.125,10154950,48734,0.5838867389,24.3399166666667,126.941841666667,0.00626124877061804,0.00479903889236284,0.0381977385413025,0.690995802605055
"DOM",2013,407786.4375,10281296,48734,0.5668175612,24.491475,105.960008333333,0.00021949965082026,0.00474006389855909,0.039662941082525,0.681796418264767
"DOM",2014,433194.9375,10405844,48734,0.5615368116,24.8333833333333,104.429908333333,0.000593993245833777,0.00468332986733224,0.0416299665361118,0.678379355056796
"ECU",2002,215387.015625,13072060,275716,0.4937654965,21.809575,193.870891666667,0.000868230895024541,0.0210920084516136,0.0164768992511509,0.50377726375122
"ECU",2003,238513.390625,13289601,275716,0.4724163069,21.6379083333333,231.989716666667,0.00444071462161302,0.0207467477767015,0.0179473703254898,0.503163883175186
"ECU",2004,272804.1875,13509647,275716,0.5066524037,21.6523166666667,161.152125,0.00502320230932971,0.0204088234133727,0.0201932876188401,0.55489495337465
"ECU",2005,318879.65625,13735233,275716,0.560998297,21.4178166666667,138.132066666667,0.000163510683799176,0.0200736310770993,0.023216181061508,0.567683243009414
"ECU",2006,355489.46875,13967480,275716,0.5970978319,21.61835,168.571341666667,0.000732253872434239,0.0197398528582106,0.0254512244692672,0.587501086706362
"ECU",2007,381349.5625,14205453,275716,0.6258713842,21.042125,176.249216666667,0.00343884892163693,0.0194091663250725,0.0268452940219506,0.593974504160025
"ECU",2008,410140.1875,14447562,275716,0.6805694737,21.3691583333333,222.346608333333,0.00516131675925818,0.0190839118738511,0.0283881936274092,0.623851556106922
"ECU",2009,432460.59375,14691275,275716,0.5210484903,22.0109083333333,150.787516666667,0.000623931048652045,0.0187673295884802,0.0294365597097597,0.522616530333
"ECU",2010,457075.34375,14934690,275716,0.6030323871,21.7656583333333,200.203983333333,0.0104765330183045,0.0184614478104333,0.0306049435073644,0.565004376638727
"ECU",2011,497831.3125,15177355,275716,0.6449023889,21.4452833333333,198.128608333333,0.000687736664071149,0.0181662746901552,0.0328009269401684,0.616621829096271
"ECU",2012,526074.25,15419666,275716,0.6175111241,21.6858833333333,189.235183333333,0.0122541296681005,0.0178808023468213,0.0341170976076914,0.631001815210242
"ECU",2013,566385.3125,15661547,275716,0.5960615606,21.50435,164.46605,0.00987604117947209,0.017604646590787,0.0361640719464048,0.614770353713481
"ECU",2014,614165.8125,15903112,275716,0.5770816899,21.9997583333333,169.50875,0.0111581513848976,0.0173372356303596,0.0386192219799496,0.612147439524448
"ESP",2002,3151678,41985520,505954,0.5498286373,13.9484858333333,56.999475,0.00641474310429997,0.0120506784243711,0.0750658322202512,0.486320949535666
"ESP",2003,3389438,42653406,505954,0.5311137165,14.3369083333333,56.6102833333333,0.000999758019111916,0.0118619835424163,0.0794646504900453,0.498813402066675
"ESP",2004,3891921.5,43351668,505954,0.5421246314,13.830725,46.3538166666667,0.000430215808773874,0.0116709234809604,0.0897755883349171,0.539168507467163
"ESP",2005,4434242,44042632,505954,0.5433510358,13.7382791666667,36.448275,0.000339497707119824,0.0114878238884543,0.100680676849649,0.555246090605001
"ESP",2006,5628296.5,44725532,505954,0.5565927295,14.3895991666667,51.7836083333333,0.00271319766622763,0.0113124199394654,0.125840794917766,0.574469497738426
"ESP",2007,6977569,45393858,505954,0.5740645647,13.6503783333333,45.3826966666667,0.00861758332372394,0.0111458691173594,0.153711742236141,0.569231075474961
"ESP",2008,7402299,45997806,505954,0.5575793411,13.615925,54.150275,0.00570557426595802,0.0109995246295008,0.160927219006924,0.595932543318921
"ESP",2009,7573094,46476072,505954,0.464972031,14.31829,49.696025,0.00518514516819537,0.010886333079095,0.162946085460923,0.494701414227107
"ESP",2010,7806612.5,46788630,505954,0.5234357292,13.5269033333333,65.6062916666667,0.00866733796830265,0.0108136100586831,0.166848495029669,0.531608714666033
"ESP",2011,8074863.5,46909138,505954,0.5808609285,14.225245,43.596325,0.00214030859252038,0.0107858302576355,0.172138390178903,0.604238870211455
"ESP",2012,8232054.5,46857404,505954,0.5993114159,13.8953366666667,42.36454,0.01048655690826,0.0107977386028471,0.175683110827053,0.611647345681042
"ESP",2013,8106426.5,46697553,505954,0.6117961223,13.7038291666667,55.8132333333333,0.000784152246179597,0.0108347004820574,0.173594245934043,0.599984395405069
"ESP",2014,8438931,46521827,505954,0.6299647338,14.400725,52.9506333333333,0.0108262965269457,0.0108756261872518,0.181397239622597,0.603632810602424
"EST",2002,43570.57421875,1382732,45227,1.2409136426,6.30706166666667,45.253225,0.00145015576902678,0.032708435184837,0.0315104982156701,1.3610896577135
"EST",2003,49774.34765625,1372909,45227,1.2327805475,5.74858583333333,54.5664416666667,0.0346528581101994,0.03294246013392,0.0362546590169123,1.35259408930777
"EST",2004,56454.2734375,1363565,45227,1.3091275062,6.00418,61.9820016666667,0.00671353978035217,0.0331682024692626,0.0414019672237847,1.40671348915325
"EST",2005,65911.0078125,1355648,45227,1.3691660073,6.16863833333333,53.5589916666667,0.228820964928571,0.0333619051553206,0.0486195589212686,1.41777052155985
"EST",2006,79705.203125,1349297,45227,1.3712140824,6.56743166666667,46.0072833333333,0.0388590293955696,0.0335189361571248,0.0590716522196373,1.44407775445143
"EST",2007,93793.8125,1344072,45227,1.3526567764,6.793355,58.626,0.00126124720904961,0.0336492390288615,0.069783324479641,1.45902094228432
"EST",2008,106317.3046875,1339712,45227,1.375229531,7.15310583333333,68.5126833333333,0.0622165039913428,0.0337587481488559,0.0793583282731662,1.48570336731669
"EST",2009,116082.390625,1335830,45227,1.166496452,5.9955,62.6902583333333,0.0417175830291695,0.0338568530426776,0.0868990744518389,1.35065267236524
"EST",2010,120305.1796875,1332102,45227,1.4380015154,4.99292916666667,65.594725,0.000841363245836287,0.0339516043065771,0.0903122881637442,1.38599440216029
"EST",2011,136205.390625,1328449,45227,1.6734994921,6.85996166666667,54.4417666666667,0.0238901691993159,0.0340449652188379,0.102529634652892,1.47032986549342
"EST",2012,134345.734375,1324934,45227,1.7042833427,5.4293325,70.5774333333333,0.0453228408599753,0.034135285229302,0.101398057846655,1.46070921169548
"EST",2013,146293.546875,1321560,45227,1.6579450131,6.6863275,49.4178083333333,0.343562796306632,0.0342224340930416,0.110697620142105,1.45676615943222
"EST",2014,150939.28125,1318359,45227,1.6231415089,6.89613333333333,54.5088666666667,0.0589886338080196,0.0343055267950535,0.114490272566122,1.46303328466647
"FIN",2002,558814.9375,5213373,336593,0.6929037218,1.9340925,39.5251416666667,0.0515816355702277,0.0645633834371721,0.107188750450045,0.666876539544382
"FIN",2003,571929.6875,5227103,336593,0.6803765941,2.24116,42.2677583333333,0.00864563686615088,0.0643937951863585,0.109416188565636,0.682662010905725
"FIN",2004,619936.75,5242185,336593,0.7099137414,2.38122916666667,52.0488333333333,8.55817902801706e-05,0.0642085313662147,0.118259227783834,0.736983016681455
"FIN",2005,680550.0625,5258927,336593,0.7662771387,3.07534916666667,49.7621716666667,0.00138559106390047,0.0640041209927424,0.129408539517662,0.768170965508852
"FIN",2006,745063.5625,5277570,336593,0.8218278934,2.70425083333333,39.4549666666667,0.0132762360399895,0.0637780266296799,0.141175496014264,0.781373072950807
"FIN",2007,798444,5298014,336593,0.831759422,2.85025083333333,50.6582166666667,0.0553658581404222,0.0635319196967014,0.150706283524355,0.798359630917784
"FIN",2008,890509.625,5319902,336593,0.8651186562,2.94725583333333,54.384675,0.0163128001110856,0.0632705264119527,0.167392110794522,0.825507224425439
"FIN",2009,953238.8125,5342646,336593,0.7053124085,2.22946583333333,42.413425,0.0111061477660105,0.0630011795653315,0.178420732442314,0.698605495668234
"FIN",2010,955492.875,5365782,336593,0.7608979155,0.88318,44.149325,0.37052967984204,0.0627295331789476,0.17807150476855,0.716409742338365
"FIN",2011,995980.4375,5389242,336593,0.7916990486,3.37377333333333,51.8360333333333,0.0128108757528619,0.0624564641929236,0.184809002360629,0.828902191370026
"FIN",2012,1043856.6875,5412980,336593,0.8040571992,1.62196833333333,56.6074083333333,5.96745763751579e-05,0.0621825685666675,0.192843255932961,0.811618674232595
"FIN",2013,1029301.1875,5436616,336593,0.7851360788,3.17342583333333,42.3822416666667,0.0114323601605744,0.0619122262819371,0.189327549986977,0.828762825913268
"FIN",2014,1003242.0625,5459717,336593,0.7537449994,3.27772416666667,43.1099583333333,0.0788236371151892,0.061650265022894,0.183753491710285,0.824793427143031
"FJI",2002,6820.9951171875,815691,18333,1.2540876901,24.2137666666667,226.587916666667,0.00186303053239666,0.0224754226784407,0.00836222922306057,1.12936290937407
"FJI",2003,6927.9326171875,816628,18333,1.2811376067,24.3276666666667,207.722658333333,0.00011523883610794,0.0224496343500345,0.00848358446831054,1.14200320569205
"FJI",2004,7091.40673828125,818354,18333,1.2423071145,24.2877666666667,212.536925,0.00187550080064751,0.0224022855634603,0.00866545130625774,1.1970306944604
"FJI",2005,7520.78857421875,821817,18333,1.1825084199,24.4913416666667,217.384308333333,0.00766519383542587,0.0223078860622255,0.00915141518637209,1.22198990942491
"FJI",2006,8593.123046875,827411,18333,1.1782165241,24.401075,222.451908333333,0.000652103065056024,0.0221570658354796,0.010385555723667,1.23691690741862
"FJI",2007,9446.4345703125,834812,18333,1.1063382327,24.484825,239.352866666667,0.011308664962251,0.0219606330527113,0.0113156430074226,1.2519934327164
"FJI",2008,10638.4345703125,843340,18333,1.3072039875,24.2510583333333,229.414916666667,0.000247714393539592,0.0217385633315152,0.0126146448292652,1.27261992947568
"FJI",2009,11489.3173828125,851967,18333,1.0925197975,24.1873083333333,214.013833333333,0.00186732269265216,0.021518439094472,0.0134856366300719,1.15567177762067
"FJI",2010,12643.23046875,859950,18333,1.2173085487,24.354125,208.747616666667,0.00144716909721293,0.0213186813186813,0.0147022855616606,1.20496763374802
"FJI",2011,14741.0888671875,867086,18333,1.2803745262,24.18655,228.17825,0.0067580694674519,0.0211432314672362,0.0170007229584926,1.25321100270319
"FJI",2012,14999.6025390625,873596,18333,1.2465002312,24.0767166666667,228.609083333333,0.000508866926225172,0.0209856730113233,0.0171699533183102,1.2646805628618
"FJI",2013,15493.87109375,879715,18333,1.2853223721,24.2305416666667,224.249958333333,0.000368663361276126,0.0208397037676975,0.0176123757054842,1.25581721477144
