"iso_o","iso_d","year","ck","pop_o","pop_d","area","temperature","rainfall","TO","dis_int","lat","lon","landlocked","contig","dist","distcap","wto_o","wto_d","rta"
"MAR","ISL",2005,385095.40625,30521.07,294.979,710850,18.06352,19.2337958333333,0.6791485449,317.1194,34.03333,-6.85,0,0,3507.608,3507.608,1,1,0
"BEN","ISL",2005,39104.32421875,7982.225,294.979,112622,28.2057666666667,81.2243275,0.458165601,126.225,6.4,2.517,0,0,6717.261,6712.534,1,1,0
"ARM","ISL",2005,30258.92578125,2981.259,294.979,29800,7.8282,50.172025,0.7203895668,64.92948,40.18333,44.5,1,0,4948.93,4948.93,1,1,0
"ECU","ISL",2005,318879.65625,13735.233,294.979,275716,21.4178166666667,138.132066666667,0.560998297,197.4989,-0.2333333,-78.5,0,0,8492.541,8492.541,1,1,0
"MWI","ISL",2005,40945.4140625,13039.711,294.979,118484,22.9758583333333,61.11919,0.5744798438,129.4684,-13.96667,33.81667,1,0,9884.74,9884.74,1,1,0
"NGA","ISL",2005,881227.625,138939.478,294.979,923768,27.4596416666667,87.1393233333333,0.3305946007,361.5058,6.45,3.466667,0,0,6734.041,6533.116,1,1,0
"LTU","ISL",2005,121717.5703125,3344.252,294.979,65300,6.81902166666667,53.612,1.1491693893,96.11483,54.68333,25.31667,0,0,2797.459,2797.459,1,1,1
"AUT","ISL",2005,1024403.25,8253.65,294.979,83858,6.35407,97.4015083333333,0.9403380568,108.9196,48.21667,16.36667,1,0,2891.521,2891.521,1,1,1
"AUS","ISL",2005,2875683.75,20238.903,294.979,7686848,22.5352083333333,32.722225,0.3931461591,1042.817,-35.3,149.133,0,0,16632.49,16766.69,1,1,0
"JAM","ISL",2006,66800.8125,2760.279,299.728,10991,25.907925,130.382285833333,1.0074559882,39.43233,17.96667,-76.8,0,0,6555.926,6555.926,1,1,0
"IND","ISL",2006,9233062,1161977.719,299.728,3287590,24.7259583333333,90.6349033333333,0.4659202865,681.9816,28.61667,77.21667,0,0,7600.424,7600.424,1,1,0
"CHL","ISL",2006,625774.375,16319.792,299.728,756945,8.59928416666667,60.1563416666667,0.7309865108,327.2397,-33.5,-70.66666,0,0,11672.7,11672.7,1,1,0
"ZAF","ISL",2006,1046179.75,49364.582,299.728,1219912,18.0916083333333,49.0016033333333,0.6027726432,415.4302,-25.73,28.22,0,0,11477.33,10907.46,1,1,0
"BRA","ISL",2006,6145125,189012.412,299.728,8511920,25.5612583333333,154.036025,0.2604169937,1097.356,-15.78,-47.91,0,0,9991.34,9169.045,1,1,0
"AGO","ISL",2006,255379.796875,20262.399,299.728,1246700,21.6310333333333,92.6384091666667,0.9462515933,419.9666,-8.833333,13.25,0,0,8642.954,8642.954,1,1,0
"CAN","ISL",2006,4208085,32645.483,299.728,9976139,-4.8720375,38.5155083333333,0.6798118492,1187.996,43.65,-79.38,0,0,4197.29,3863.756,1,1,0
"NGA","ISL",2006,951179.125,142614.094,299.728,923768,27.4168083333333,94.7266733333333,0.4256656581,361.5058,6.45,3.466667,0,0,6734.041,6533.116,1,1,0
"NZL","ISL",2006,348477.75,4185.917,299.728,268676,9.76622916666667,145.125908333333,0.5956586409,194.9612,-44.28333,174.7833,0,0,17586.27,17586.27,1,1,0
"PAK","ISL",2006,900533.75,157093.993,299.728,882872,20.9806483333333,29.5240866666667,0.3568172966,353.4131,33.66667,73.13333,0,0,6921.042,6921.042,1,1,0
"JOR","ISL",2007,142094.375,6193.191,305.2,91862,19.4640091666667,8.25149916666667,1.4662273496,113.9992,31.95,35.93333,0,0,5310.568,5310.568,1,1,0
"RUS","ISL",2007,6422621.5,143150.142,305.2,17075400,-3.85011583333333,38.997475,0.5170612274,1554.244,55.75,37.7,0,0,3316.138,3316.138,0,1,0
"PRT","ISL",2007,1415282.375,10630.12,305.2,92389,15.1210441666667,49.0856166666667,0.6965307983,114.3257,38.73333,-9.133333,0,0,2952.572,2952.572,1,1,1
"IRL","ISL",2007,770678.1875,4398.073,305.2,70285,10.1093783333333,89.9075083333333,1.5329391617,99.71606,53.33333,-6.25,0,0,1499.031,1499.031,1,1,1
"CRI","ISL",2007,111446.078125,4369.469,305.2,51076,24.9303416666667,256.81,0.8691153368,85.00456,9.983334,-84.06667,0,0,7689.322,7689.322,1,1,0
"NIC","ISL",2007,75707.7109375,5522.106,305.2,130670,25.0720583333333,181.119608333333,0.9302573023,135.9633,12.1,-86.3,0,0,7577.314,7577.314,1,1,0
"PAN","ISL",2007,92301.109375,3453.807,305.2,75648,25.317425,231.0793,1.4957011144,103.4505,8.95,-79.5,0,0,7591.665,7591.665,1,1,0
"NZL","ISL",2007,366549.0625,4233.151,305.2,268676,10.1211466666667,127.021158333333,0.5837106494,194.9612,-44.28333,174.7833,0,0,17586.27,17586.27,1,1,0
"NOR","ISL",2008,929241.375,4771.409,310.884,323752,2.23345833333333,90.910675,0.7484007057,214.0129,59.91667,10.75,0,0,1749.596,1749.596,1,1,1
"SVN","ISL",2008,240507.21875,2024.538,310.884,20256,10.1904275,114.1508,1.3414435304,53.53165,46.06667,14.5,0,0,2999.913,2999.913,1,1,1
"CHN","ISL",2008,32259552,1344415.227,310.884,9572378,7.123865,49.3581866666667,0.574528722,1163.707,39.91667,116.4333,0,0,7889.944,7889.944,1,1,0
"FRA","ISL",2008,9545175,62329.567,310.884,547026,12.4550633333333,77.1777833333333,0.5739708289,278.1876,48.86666,2.333333,0,0,2234.723,2234.723,1,1,1
"BLZ","ISL",2008,3610.93627929688,306.165,310.884,22963,25.6239916666667,178.739316666667,1.3202421788,56.99649,17.21667,-88.8,0,0,7180.888,7180.888,1,1,0
"ISR","ISL",2008,676948.1875,7097.41,310.884,21621,20.6865891666667,14.0362091666667,0.7767312305,55.30593,32.08333,34.76667,0,0,5242.824,5242.824,1,1,0
"ARM","ISL",2008,37983.29296875,2908.22,310.884,29800,7.87910583333333,39.3619258333333,0.5570286492,64.92948,40.18333,44.5,1,0,4948.93,4948.93,1,1,0
"MWI","ISL",2008,53338.28125,14271.234,310.884,118484,22.2332916666667,87.4966508333333,0.6196576897,129.4684,-13.96667,33.81667,1,0,9884.74,9884.74,1,1,0
"COL","ISL",2009,1369280.625,45416.181,316.086,1141748,24.6559416666667,207.662333333333,0.351416989,401.9008,4.633333,-75.06667,0,0,7847.765,7847.765,1,1,0
"LVA","ISL",2009,201072.25,2145.309,316.086,64589,6.59482166666667,61.2917591666667,0.8682642155,95.59013,56.95,24.1,0,0,2579.342,2579.342,1,1,1
"BHR","ISL",2009,189093.875,1185.029,316.086,678,28.283775,8.86239833333333,1.1796372541,9.793742,26.2,50.63334,0,0,6572.002,6572.002,1,1,0
"CMR","ISL",2009,103318.765625,19432.541,316.086,475442,25.397775,118.067741666667,0.477725182,259.3478,3.85,11.51667,0,0,7229.908,7229.908,1,1,0
"ARG","ISL",2009,1731396.5,40799.407,316.086,2766889,14.8759533333333,41.0402,0.3405712691,625.6475,-34.66667,-58.5,0,0,11455.87,11455.87,1,1,0
"ALB","ISL",2009,96002.0703125,2962.635,316.086,28748,12.4035141666667,103.104533333333,0.7509493538,63.77311,41.33333,19.81667,0,0,3675.061,3675.061,1,1,0
"BGR","ISL",2009,221199.78125,7456.03,316.086,110994,11.7957241666667,60.2885916666667,0.9294110232,125.3094,42.66667,23.3,0,0,3709.101,3709.101,1,1,1
"CHL","ISL",2009,806715.5625,16829.442,316.086,756945,8.48059166666667,51.191925,0.6633720292,327.2397,-33.5,-70.66666,0,0,11672.7,11672.7,1,1,0
"LSO","ISL",2009,14889.443359375,2019.209,316.086,30355,13.2514641666667,64.349325,1.5599947759,65.53132,-29.31667,27.48333,1,0,11258.62,11258.62,1,1,0
"COL","ISL",2010,1446479.625,45918.097,320.328,1141748,24.8533333333333,253.329141666667,0.3432010548,401.9008,4.633333,-75.06667,0,0,7847.765,7847.765,1,1,0
"TCD","ISL",2010,22964.9453125,11887.202,320.328,1284005,28.4907916666667,32.9036333333333,0.8039070929,426.2036,12.16667,14.98333,1,0,6452.578,6452.578,1,1,0
"MOZ","ISL",2010,32543.716796875,24221.405,320.328,801590,24.71385,72.7595758333333,0.7773154323,336.7518,-25.96667,32.58333,0,0,11084.82,11084.82,1,1,0
"IRL","ISL",2010,846307.4375,4626.928,320.328,70285,8.53276583333333,85.202175,1.8959017082,99.71606,53.33333,-6.25,0,0,1499.031,1499.031,1,1,1
"PAN","ISL",2010,124656.46875,3643.222,320.328,75648,25.5714416666667,239.908508333333,1.4827430151,103.4505,8.95,-79.5,0,0,7591.665,7591.665,1,1,0
"TGO","ISL",2011,22591.951171875,6679.282,323.418,56785,27.4619916666667,96.3151183333333,0.9300705544,89.62943,6.166667,1.35,0,0,6716.447,6716.447,1,1,0
"GHA","ISL",2011,236446.375,25121.796,323.418,238538,27.7787083333333,96.0905508333333,0.8629545385,183.7014,5.55,-0.25,0,0,6749.819,6749.819,1,1,0
"MOZ","ISL",2011,38045.11328125,24939.005,323.418,801590,24.2339,86.0002133333333,0.8833446309,336.7518,-25.96667,32.58333,0,0,11084.82,11084.82,1,1,0
"MEX","ISL",2011,5878632,119090.017,323.418,1967210,21.5414583333333,56.8399,0.6346967792,527.5446,19.41667,-99.16666,0,0,7460.195,7460.195,1,1,0
"CHE","ISL",2012,1787997.875,8031.67,325.526,41288,7.38721416666667,133.462116666667,1.236823644,76.42681,46.95,7.433333,1,0,2617.349,2617.349,1,1,0
"CAF","ISL",2012,17049.484375,4490.416,325.526,622984,25.5978666666667,117.149738333333,0.3343125448,296.8741,4.383333,18.61667,1,0,7399.997,7399.997,1,1,0
"RWA","ISL",2012,27795.771484375,10788.853,325.526,26338,20.0477416666667,91.0918158333333,0.4457149046,61.0415,-1.933333,30.06667,1,0,8486.306,8486.306,1,1,0
"EST","ISL",2012,134345.734375,1324.934,325.526,45227,5.4293325,70.5774333333333,1.7042833427,79.98945,59.41667,24.75,0,0,2454.359,2454.359,1,1,1
"TJK","ISL",2012,187741.9375,7995.062,325.526,143095,3.3992425,42.0383766666667,0.8317594454,142.2807,38.63334,68.85,1,0,6249.547,6249.547,0,1,0
"CAN","ISL",2013,5828468.5,35255.495,327.029,9976139,-6.44562666666667,38.5636583333333,0.6197339491,1187.996,45.42,-75.71,0,0,4197.29,3863.756,1,1,0
"SAU","ISL",2013,4942357,29944.476,327.029,2153168,25.4501333333333,5.73989333333333,0.8270905725,551.9157,24.65,46.76667,0,0,6536.563,6536.563,1,1,0
"DOM","ISL",2013,407786.4375,10281.296,327.029,48734,24.491475,105.960008333333,0.5668175612,83.03283,18.5,-69.78333,0,0,6201.79,6201.79,1,1,0
"NLD","ISL",2014,3507223.25,16889.356,328.459,41863,11.5830216666667,63.11035,1.542884852,76.95715,52.35,4.9,0,0,2022.635,2022.635,1,1,1
"CAF","ISL",2014,17171.0234375,4515.392,328.459,622984,25.3042333333333,117.178220833333,0.50592605,296.8741,4.383333,18.61667,1,0,7399.997,7399.997,1,1,0
"PER","ISL",2014,919235.25,30973.354,328.459,1285216,19.72445,123.628991666667,0.4678524633,426.4046,-12.1,-77.05,0,0,9663.586,9663.586,1,1,0
"TCD","ISL",2014,31375.140625,13569.438,328.459,1284005,27.4741666666667,30.4067125,0.7662652317,426.2036,12.16667,14.98333,1,0,6452.578,6452.578,1,1,0
"CRI","ISL",2014,162804.921875,4757.575,328.459,51076,25.1362416666667,219.00795,0.6704554822,85.00456,9.983334,-84.06667,0,0,7689.322,7689.322,1,1,0
"BEN","ISL",2014,61224.7265625,10286.712,328.459,112622,28.1641333333333,87.6081075,0.7417685593,126.225,6.5,2.783333,0,0,6717.261,6712.534,1,1,0
"GRC","ISL",2014,2004816.375,11264.726,328.459,131621,14.8340516666667,72.4475833333333,0.6714945369,136.4572,38,23.73333,0,0,4166.699,4166.699,1,1,1
"FJI","ISL",2014,16197.642578125,885.806,328.459,18333,24.1773833333333,219.661808333333,1.1592058615,50.92729,-18.13333,178.4167,0,0,14686.11,14686.11,1,1,0
"PAN","ISL",2014,201345.03125,3903.986,328.459,75648,25.73505,219.65955,1.1909058887,103.4505,8.95,-79.5,0,0,7591.665,7591.665,1,1,0
"IDN","ISR",2002,2001543.125,217508.059,6239.285,1933658,26.3814333333333,220.50575,0.5907946177,523.0264,-6.133333,106.75,0,0,8708.082,8708.082,1,1,0
"ARM","ISR",2002,26320.330078125,3033.897,6239.285,29800,7.65718,52.395075,0.7594344896,64.92948,40.18333,44.5,1,0,1254.709,1254.709,0,1,0
"SLE","ISR",2002,11456.0078125,4957.216,6239.285,73326,26.4047583333333,200.066194166667,0.38385802124,101.8504,8.5,-13.28333,0,0,5599.103,5599.103,1,1,0
"IND","ISR",2002,5365266,1089807.112,6239.285,3287590,24.8529583333333,69.6587508333333,0.2982833106,681.9816,28.61667,77.21667,0,0,4069.441,4069.441,1,1,0
"SAU","ISR",2003,1706974.875,22556.425,6349.519,2153168,25.7568916666667,4.9440075,0.6983119598,551.9157,24.65,46.76667,0,0,1435.557,1435.557,0,1,0
"LSO","ISR",2003,8839.6181640625,1918.097,6349.519,30355,13.4117733333333,47.8480391666667,NA,65.53132,-29.31667,27.48333,1,0,6876.985,6876.985,1,1,0
"MYS","ISR",2003,897756.1875,24688.703,6349.519,329758,25.8124583333333,269.944083333333,1.9419489031,215.9889,3.133333,101.7,0,0,7665.067,7665.067,1,1,0
"SUR","ISR",2003,15215.2158203125,488.332,6349.519,163820,26.276875,156.595525,NA,152.236,5.866667,-55.23333,0,0,9670.544,9670.544,1,1,0
"THA","ISR",2003,1806845.125,64554.952,6349.519,513115,26.8426833333333,123.619033333333,1.1669283817,269.427,13.73333,100.5,0,0,6937.416,6937.416,1,1,0
"CMR","ISR",2003,69429.6953125,16513.822,6349.519,475442,25.0313083333333,138.454566666667,0.4664148434,259.3478,3.85,11.51667,0,0,3970.169,3970.169,1,1,0
"BRA","ISR",2003,4798555.5,182482.149,6349.519,8511920,25.5713333333333,140.869158333333,0.2814038472,1097.356,-15.78,-47.91,0,0,10629.06,10275.35,1,1,0
"RUS","ISR",2004,4698558,144044.607,6468.827,17075400,-5.52511083333333,38.141375,0.5658185239,1554.244,55.75,37.7,0,0,2643.989,2643.989,0,1,0
"SEN","ISR",2004,59233.359375,10955.944,6468.827,196722,28.826625,56.9190433333333,0.6690739929,166.8247,14.63333,-17.45,0,0,5617.499,5617.499,1,1,0
"PRT","ISR",2004,1020833,10528.268,6468.827,92389,15.2482825,50.2605925,0.6276298066,114.3257,38.73333,-9.133333,0,0,4011.559,4011.559,1,1,0
"CHN","ISR",2004,18093094,1314007.478,6468.827,9572378,7.33515583333333,45.3941583333333,0.5950552422,1163.707,39.91667,116.4333,0,0,7146.982,7146.982,1,1,0
"MDV","ISR",2004,3209.36059570312,310.423,6468.827,298,28.2049083333333,185.25895,NA,6.492948,4.166667,73.46667,0,0,5089.315,5089.315,1,1,0
"TTO","ISR",2004,46557.734375,1290.535,6468.827,5130,26.5379833333333,146.75265,NA,26.93968,10.63333,-61.51667,0,0,9973.104,9973.104,1,1,0
"ZWE","ISR",2004,9880.0771484375,12777.511,6468.827,390759,22.0621333333333,61.848515,0.7603960859,235.1193,-17.83333,31.05,1,0,5569.81,5569.81,1,1,0
"RWA","ISR",2004,9923.6728515625,8818.438,6468.827,26338,20.1656583333333,76.7304558333333,0.3588486482,61.0415,-1.933333,30.06667,1,0,3818.364,3818.364,1,1,0
"TCD","ISR",2004,17737.71875,9710.043,6468.827,1284005,28.0505,28.6001641666667,1.0176859092,426.2036,12.16667,14.98333,1,0,3000.877,3000.877,1,1,0
"AGO","ISR",2005,217491.296875,19552.542,6602.97,1246700,22.44395,80.5557291666667,1.0659096213,419.9666,-8.833333,13.25,0,0,5096.148,5096.148,1,1,0
"CRI","ISR",2005,95635.7421875,4247.841,6602.97,51076,24.9418083333333,263.961408333333,0.896358585,85.00456,9.983334,-84.06667,0,0,12029.2,12029.2,1,1,0
"TUR","ISR",2005,1455315.75,67903.406,6602.97,780576,11.6019575,46.9694833333333,0.4543713729,332.3085,39.93,32.85,0,0,1123.008,890.1459,1,1,0
"NGA","ISR",2005,881227.625,138939.478,6602.97,923768,27.4596416666667,87.1393233333333,0.3305946007,361.5058,6.45,3.466667,0,0,4321.359,3818.638,1,1,0
"HUN","ISR",2005,529780.625,10086.465,6602.97,93032,9.98638333333333,60.4070125,1.273536783,114.7229,47.5,19.05,1,0,2170.795,2170.795,1,1,0
"NPL","ISR",2005,98524.2578125,25640.287,6602.97,147181,12.9377816666667,84.9012466666667,0.4406294748,144.2978,27.7,85.31667,1,0,4858.25,4858.25,1,1,0
"SLE","ISR",2005,10875.8935546875,5658.379,6602.97,73326,26.8745416666667,183.7049125,0.468728414,101.8504,8.5,-13.28333,0,0,5599.103,5599.103,1,1,0
"UGA","ISR",2005,58877.9609375,28543.94,6602.97,241038,24.0215333333333,79.31245,0.3899428548,184.6616,0.3333333,32.58333,1,0,3541.196,3541.196,1,1,0
"GRD","ISR",2005,2224.4033203125,102.949,6602.97,345,27.291625,149.099833333333,0.7837998704,6.986238,12.06667,-61.73333,0,0,9906.97,9906.97,1,1,0
"LKA","ISR",2006,285740.09375,19670.151,6755.211,65610,27.119925,174.816141666667,0.7126117848,96.3427,6.916667,79.86667,0,0,5439.95,5439.95,1,1,0
"LBR","ISR",2006,4239.919921875,3375.838,6755.211,111369,25.819975,225.127766666667,2.7713855231,125.5209,6.333333,-10.76667,0,0,5517.4,5517.4,0,1,0
"NPL","ISR",2006,110941.3828125,25940.618,6755.211,147181,13.5614725,98.8425508333333,0.4476198776,144.2978,27.7,85.31667,1,0,4858.25,4858.25,1,1,0
"DNK","ISR",2006,727784.5,5444.303,6755.211,43094,9.4590825,66.7993666666667,0.9736669718,78.08043,55.66667,12.58333,0,0,3141.281,3141.281,1,1,0
"BGR","ISR",2006,141213.71875,7624.959,6755.211,110994,10.9490975,56.8583916666667,1.1185983979,125.3094,42.66667,23.3,0,0,1551.37,1551.37,1,1,0
"DNK","ISR",2007,783919.0625,5469.957,6922.685,43094,9.60414416666667,71.0542166666667,1.0006786114,78.08043,55.66667,12.58333,0,0,3141.281,3141.281,1,1,0
"DEU","ISR",2007,11559886,81344.457,6922.685,357325,10.3876925,72.3319075,0.7937053115,224.8358,51.467,6.983,0,0,3122.905,2852.534,1,1,0
"PAK","ISR",2007,994699.8125,160332.974,6922.685,882872,20.7407716666667,26.8213508333333,0.3299042856,353.4131,33.66667,73.13333,0,0,3570.082,3570.082,1,1,0
"KHM","ISR",2007,58065.4375,13676.693,6922.685,181035,27.2916333333333,222.6043075,1.3826814687,160.035,11.58333,104.9167,0,0,7472.546,7472.546,1,1,0
"THA","ISR",2007,2401463.25,66195.615,6922.685,513115,26.3557833333333,136.150041666667,1.2987314113,269.427,13.73333,100.5,0,0,6937.416,6937.416,1,1,0
"BRA","ISR",2007,6895009,191026.637,6922.685,8511920,25.6473416666667,140.707658333333,0.252926117,1097.356,-15.78,-47.91,0,0,10629.06,10275.35,1,1,0
"ISL","ISR",2008,61145.09765625,310.884,7097.41,102819,2.36037,85.7031583333333,0.8458485579,120.6064,64.15,-21.96667,0,0,5242.824,5242.824,1,1,0
"DJI","ISR",2008,8607.404296875,822.934,7097.41,23200,27.857975,18.5277216666667,NA,57.28986,11.6,43.15,0,0,2436.266,2436.266,1,1,0
"CHN","ISR",2008,32259552,1344415.227,7097.41,9572378,7.123865,49.3581866666667,0.574528722,1163.707,39.91667,116.4333,0,0,7146.982,7146.982,1,1,0
"BWA","ISR",2008,74440.71875,1946.351,7097.41,600372,22.259625,31.4146758333333,0.9671591033,291.4366,-24.75,25.91667,1,0,6395.044,6395.044,1,1,0
"FJI","ISR",2008,10638.4345703125,843.34,7097.41,18333,24.2510583333333,229.414916666667,1.3072039875,50.92729,-18.13333,178.4167,0,0,16079.54,16079.54,1,1,0
"LBR","ISR",2009,6292.95751953125,3811.528,7267.895,111369,25.5577416666667,200.579558333333,1.1021168552,125.5209,6.333333,-10.76667,0,0,5517.4,5517.4,0,1,0
"SLV","ISR",2009,66042.59375,6137.276,7267.895,21041,24.960975,141.542858333333,0.6607120618,54.55907,13.66667,-89.16666,0,0,12189.14,12189.14,1,1,0
"BWA","ISR",2009,82859.484375,1979.882,7267.895,600372,22.8380166666667,34.6539791666667,0.8668601991,291.4366,-24.75,25.91667,1,0,6395.044,6395.044,1,1,0
"GBR","ISR",2009,9035331,62722.607,7267.895,244110,9.25178333333333,110.619383333333,0.5444468126,185.8346,51.5,-0.1666667,0,0,3561.059,3561.059,1,1,0
"GTM","ISR",2009,223994.40625,14316.208,7267.895,108889,24.3116833333333,190.456083333333,0.5710586225,124.1154,14.63333,-90.51667,0,0,12224.75,12224.75,1,1,0
"ALB","ISR",2009,96002.0703125,2962.635,7267.895,28748,12.4035141666667,103.104533333333,0.7509493538,63.77311,41.33333,19.81667,0,0,1680.884,1680.884,1,1,0
"BRN","ISR",2009,88258.21875,383.772,7267.895,5765,25.7175333333333,287.034166666667,1.0857263649,28.55837,4.933333,114.9667,0,0,8802.064,8802.064,1,1,0
"ESP","ISR",2009,7573094,46476.072,7267.895,505954,14.31829,49.696025,0.464972031,267.5404,40.41667,-3.716667,0,0,3546.182,3546.182,1,1,0
"KWT","ISR",2009,377543.96875,2818.939,7267.895,17818,26.6886,7.57755916666667,0.8886409869,50.20689,29.33333,48,0,0,1301.836,1301.836,1,1,0
"TUN","ISR",2009,373612.96875,10521.834,7267.895,164150,20.5869833333333,25.4126675,0.9301687878,152.3892,36.83333,10.21667,0,0,2307.202,2307.202,1,1,0
"TCD","ISR",2009,22523.578125,11502.786,7267.895,1284005,28.2736,27.1393175,0.7710946437,426.2036,12.16667,14.98333,1,0,3000.877,3000.877,1,1,0
"TGO","ISR",2010,20208.83984375,6502.952,7425.959,56785,27.7933833333333,111.478164166667,0.9027265548,89.62943,6.166667,1.35,0,0,4509.875,4509.875,1,1,0
"IDN","ISR",2010,8146253.5,242524.123,7425.959,1933658,26.228925,300.448416666667,0.4670127388,523.0264,-6.133333,106.75,0,0,8708.082,8708.082,1,1,0
"ISR","ISR",2010,675619.1875,7425.959,7425.959,21621,22.0375166666667,17.0387333333333,0.6789090793,55.30593,32.08333,34.76667,0,0,55.30593,55.30593,1,1,0
"PAN","ISR",2010,124656.46875,3643.222,7425.959,75648,25.5714416666667,239.908508333333,1.4827430151,103.4505,8.95,-79.5,0,0,11703.09,11703.09,1,1,0
"TJK","ISR",2010,156198.40625,7641.63,7425.959,143095,4.3427575,44.6676683333333,0.7349304451,142.2807,38.63334,68.85,1,0,3159.117,3159.117,0,1,0
"AGO","ISR",2011,641505.9375,24218.565,7568.774,1246700,21.54165,83.14135,0.9998250785,419.9666,-8.833333,13.25,0,0,5096.148,5096.148,1,1,0
"DMA","ISR",2011,2002.26257324219,71.718,7568.774,751,24.9941666666667,346.811,0.9043051201,10.30751,15.3,-61.38334,0,0,9681.32,9681.32,1,1,0
"AUS","ISR",2011,3461364.75,22479.799,7568.774,7686848,21.3632666666667,49.5156333333333,0.4197793976,1042.817,-35.3,149.133,0,0,14191.52,14058.72,1,1,0
"GAB","ISR",2011,72526.1015625,1697.101,7568.774,267667,25.265825,149.399458333333,0.9049837734,194.5948,0.3833333,9.416667,0,0,4420.29,4420.29,1,1,0
"NGA","ISR",2011,1456191,162877.076,7568.774,923768,27.4204,76.6456083333333,0.5327795833,361.5058,6.45,3.466667,0,0,4321.359,3818.638,1,1,0
"LTU","ISR",2011,221246.203125,3079.881,7568.774,65300,7.72667166666667,54.25045,1.5254126518,96.11483,54.68333,25.31667,0,0,2623.466,2623.466,1,1,0
"ZMB","ISR",2011,232081.046875,14264.756,7568.774,752614,21.981275,81.0477908333333,0.7621283406,326.3022,-15.46667,28.26667,1,0,5337.496,5337.496,1,1,0
"NGA","ISR",2012,1530021.375,167297.284,7699.105,923768,27.2671333333333,98.2374058333333,0.4453236805,361.5058,9.18,7.17,0,0,4321.359,3818.638,1,1,0
"FJI","ISR",2012,14999.6025390625,873.596,7699.105,18333,24.0767166666667,228.609083333333,1.2465002312,50.92729,-18.13333,178.4167,0,0,16079.54,16079.54,1,1,0
"NPL","ISR",2012,170123.59375,27649.925,7699.105,147181,12.8757258333333,113.7204975,0.4365820666,144.2978,27.7,85.31667,1,0,4858.25,4858.25,1,1,0
"CAF","ISR",2013,16966.578125,4499.653,7821.105,622984,24.8141666666667,120.043096666667,0.3945642406,296.8741,4.383333,18.61667,1,0,3513.058,3513.058,1,1,0
"ATG","ISR",2013,11248.8798828125,97.824,7821.105,442,25.977575,203.80695,1.0615498078,7.907605,17.13333,-61.83333,0,0,9612.268,9612.268,1,1,0
"ISR","ISR",2013,755958.25,7821.105,7821.105,21621,20.8082,23.6644433333333,0.647215838,55.30593,32.08333,34.76667,0,0,55.30593,55.30593,1,1,0
"ITA","ISR",2013,12945109,59668,7821.105,301323,12.6158583333333,82.281275,0.5546658975,206.4667,41.88334,12.5,0,0,2250.53,2250.53,1,1,0
"NLD","ISR",2013,3547229.75,16839.699,7821.105,41863,9.69097166666667,60.3938,1.5332440697,76.95715,52.35,4.9,0,0,3296.282,3296.282,1,1,0
"JAM","ISR",2014,135654.890625,2862.087,7941.329,10991,25.67105,131.964566666667,0.8474946311,39.43233,17.96667,-76.8,0,0,10863.83,10863.83,1,1,0
"CYP","ISR",2014,131595.765625,1152.309,7941.329,9251,19.9831,31.7565591666667,1.2231814005,36.17663,35.15,33.35,0,0,365.6896,365.6896,1,1,0
"TUR","ISR",2014,4605440.5,77030.628,7941.329,780576,12.6270683333333,50.3103,0.5141410109,332.3085,41.03333,28.95,0,0,1123.008,890.1459,1,1,0
"CHL","ISR",2014,1166427.75,17613.798,7941.329,756945,8.47378,46.3974583333333,0.6526195391,327.2397,-33.5,-70.66666,0,0,13218.19,13218.19,1,1,0
"BRA","ISR",2014,13655093,204213.133,7941.329,8511920,25.8147833333333,145.524375,0.2468540582,1097.356,-15.78,-47.91,0,0,10629.06,10275.35,1,1,0
"LKA","ISR",2014,593143.25,20623.564,7941.329,65610,27.3641833333333,155.085875,0.502508827,96.3427,6.916667,79.86667,0,0,5439.95,5439.95,1,1,0
"FIN","ITA",2002,558814.9375,5213.373,57801.763,336593,1.9340925,39.5251416666667,0.6929037218,218.2159,60.13334,25,0,0,2203.158,2203.158,1,1,1
"BEN","ITA",2002,32254.609375,7295.394,57801.763,112622,27.9175666666667,87.3454916666667,0.5148426491,126.225,6.4,2.517,0,0,4070.718,4053.539,1,1,0
"NPL","ITA",2002,86694.5546875,24566.342,57801.763,147181,13.0923141666667,114.366489166667,0.462307185,144.2978,27.7,85.31667,1,0,6640.497,6640.497,0,1,0
"ARE","ITA",2002,1196319.125,3507.232,57801.763,83657,27.6992,2.59997583333333,0.9307165881,108.789,24.46667,54.41667,0,0,4303.976,4303.976,1,1,0
"BRA","ITA",2003,4798555.5,182482.149,58147.037,8511920,25.5713333333333,140.869158333333,0.2814038472,1097.356,-23.53,-46.63,0,0,9482.516,8913.18,1,1,0
"TCD","ITA",2003,15918.701171875,9353.201,58147.037,1284005,27.7289833333333,26.0425958333333,0.8337891496,426.2036,12.16667,14.98333,1,0,3316.223,3316.223,1,1,0
"SVN","ITA",2003,156553.671875,1988.965,58147.037,20256,9.7006675,81.8985558333333,1.0210846677,53.53165,46.06667,14.5,0,1,492.3427,492.3427,1,1,1
"CHL","ITA",2003,467269.375,15799.542,58147.037,756945,8.50496166666667,48.0783916666667,0.6631628662,327.2397,-33.5,-70.66666,0,0,11923.97,11923.97,1,1,0
"NLD","ITA",2003,1681834.125,16200.951,58147.037,41863,10.4999758333333,52.952075,1.1265476019,76.95715,52.35,4.9,0,0,1297.695,1297.695,1,1,1
