"iso_o","iso_d","year","ck","pop_o","pop_d","area","temperature","rainfall","TO","dis_int","lat","lon","landlocked","contig","dist","distcap","wto_o","wto_d","rta"
"SUR","ITA",2004,17005.095703125,493.63,58494.704,163820,26.0449833333333,180.643841666667,NA,152.236,5.866667,-55.23333,0,0,7744.406,7744.406,1,1,0
"PAN","ITA",2004,65767.671875,3269.541,58494.704,75648,25.4752833333333,258.903225,1.2365256123,103.4505,8.95,-79.5,0,0,9517.763,9517.763,1,1,0
"AGO","ITA",2004,201747.484375,18865.716,58494.704,1246700,21.959525,88.2683416666667,1.0357992436,419.9666,-8.833333,13.25,0,0,5645.243,5645.243,1,1,0
"MNG","ITA",2004,57389.43359375,2496.832,58494.704,1565500,1.18716583333333,14.537545,1.3132931823,470.6091,47.9,106.8667,1,0,6987.772,6987.772,1,1,0
"LSO","ITA",2004,9187.0849609375,1933.728,58494.704,30355,13.4480783333333,56.8465825,NA,65.53132,-29.31667,27.48333,1,0,8072.605,8072.605,1,1,0
"ZAF","ITA",2004,848315.6875,48247.395,58494.704,1219912,18.44405,39.563615,0.5107803414,415.4302,-25.73,28.22,0,0,8460.335,7697.383,1,1,0
"SYC","ITA",2004,6886.111328125,87.484,58494.704,455,27.19845,147.45725,1.5557325459,8.02305,-4.633333,55.46667,0,0,6758.052,6758.052,0,1,0
"ARM","ITA",2005,30258.92578125,2981.259,58808.483,29800,7.8282,50.172025,0.7203895668,64.92948,40.18333,44.5,1,0,2677.67,2677.67,1,1,0
"MYS","ITA",2005,1013645.25,25659.393,58808.483,329758,25.8184416666667,237.68675,2.0385446065,215.9889,3.133333,101.7,0,0,9717.922,9717.922,1,1,0
"TUR","ITA",2005,1455315.75,67903.406,58808.483,780576,11.6019575,46.9694833333333,0.4543713729,332.3085,41.03333,28.95,0,0,1373.27,1721.419,1,1,0
"GHA","ITA",2006,134916.75,22113.425,59079.869,238538,27.586825,91.3679325,0.6592144384,183.7014,5.55,-0.25,0,0,4236.602,4236.602,1,1,0
"BEN","ITA",2006,41510.44921875,8216.896,59079.869,112622,28.160225,82.6595083333333,0.4685187251,126.225,6.4,2.517,0,0,4070.718,4053.539,1,1,0
"SYC","ITA",2006,7848.259765625,89.659,59079.869,455,27.1592666666667,135.764608333333,1.8489760405,8.02305,-4.633333,55.46667,0,0,6758.052,6758.052,0,1,0
"HUN","ITA",2006,609528.375,10055.897,59079.869,93032,10.6956916666667,49.9383166666667,1.4905282637,114.7229,47.5,19.05,1,0,811.4083,811.4083,1,1,1
"MDV","ITA",2006,4790.80029296875,327.371,59079.869,298,28.1028083333333,179.139291666667,1.1576900062,6.492948,4.166667,73.46667,0,0,7330.813,7330.813,1,1,0
"NAM","ITA",2006,28425.357421875,2055.734,59079.869,825518,20.497675,35.008825,0.88624241,341.741,-22.56667,17.1,0,0,7188.876,7188.876,1,1,0
"GRC","ITA",2006,1501567.25,11338.77,59079.869,131621,13.9206558333333,55.2427166666667,0.5285023864,136.4572,38,23.73333,0,0,1050.411,1050.411,1,1,1
"NER","ITA",2006,42292.58203125,14132.064,59079.869,1267000,27.9585,14.5059908333333,0.459214679,423.372,13.53333,2.083333,1,0,3311.987,3311.987,1,1,0
"AUS","ITA",2006,3055752.75,20573.606,59079.869,7686848,21.8875583333333,38.1747575,0.4163393487,1042.817,-35.3,149.133,0,0,16333.25,16232.27,1,1,0
"BEN","ITA",2006,41510.44921875,8216.896,59079.869,112622,28.160225,82.6595083333333,0.4685187251,126.225,6.5,2.783333,0,0,4070.718,4053.539,1,1,0
"LTU","ITA",2007,165277.03125,3260.091,59313.511,65300,7.87082916666667,61.8082833333333,1.1384142931,96.11483,54.68333,25.31667,0,0,1706.051,1706.051,1,1,1
"PRY","ITA",2007,99080.8515625,5966.159,59313.511,406752,23.5214916666667,88.9334816666667,0.7900113742,239.8826,-25.25,-57.66667,1,0,10376.26,10376.26,1,1,0
"SVN","ITA",2007,224831.765625,2013.539,59313.511,20256,10.4322191666667,102.204705833333,1.364919645,53.53165,46.06667,14.5,0,1,492.3427,492.3427,1,1,1
"LSO","ITA",2007,11933.5791015625,1982.287,59313.511,30355,13.1817183333333,56.2075391666667,1.6176584997,65.53132,-29.31667,27.48333,1,0,8072.605,8072.605,1,1,0
"QAT","ITA",2007,271834.96875,1189.633,59313.511,11437,27.9694833333333,3.22222166666667,0.9611410571,40.22443,25.25,51.53333,0,0,4019.459,4019.459,1,1,0
"TJK","ITA",2007,108472.1484375,7152.385,59313.511,143095,4.56473,37.3902383333333,1.4552809972,142.2807,38.63334,68.85,1,0,4713.199,4713.199,0,1,0
"THA","ITA",2008,2603585.25,66545.76,59502.385,513115,26.0689666666667,139.845416666667,1.4043696814,269.427,13.73333,100.5,0,0,8838.563,8838.563,1,1,0
"ARG","ITA",2008,1719041.875,40382.389,59502.385,2766889,14.81834,42.7007083333333,0.4040267338,625.6475,-34.66667,-58.5,0,0,11173.56,11173.56,1,1,0
"TCD","ITA",2008,22488.55078125,11133.861,59502.385,1284005,27.6876166666667,30.2931083333333,0.8028966642,426.2036,12.16667,14.98333,1,0,3316.223,3316.223,1,1,0
"TJK","ITA",2008,120900.8828125,7309.728,59502.385,143095,4.1305275,37.4127225,1.1448079562,142.2807,38.63334,68.85,1,0,4713.199,4713.199,0,1,0
"TUR","ITA",2009,2562853.75,71339.185,59641.853,780576,11.9434916666667,57.2019141666667,0.4593246733,332.3085,41.03333,28.95,0,0,1373.27,1721.419,1,1,0
"LVA","ITA",2009,201072.25,2145.309,59641.853,64589,6.59482166666667,61.2917591666667,0.8682642155,95.59013,56.95,24.1,0,0,1869.574,1869.574,1,1,1
"GAB","ITA",2009,65135.484375,1586.754,59641.853,267667,25.35195,153.08244,0.8350457742,194.5948,0.3833333,9.416667,0,0,4629.279,4629.279,1,1,0
"ARE","ITA",2009,1876997.75,7666.393,59641.853,83657,27.7908583333333,6.79810666666667,1.5346194436,108.789,24.46667,54.41667,0,0,4303.976,4303.976,1,1,0
"DMA","ITA",2009,1283.57922363281,71.229,59641.853,751,25.0112,235.125233333333,0.8432564254,10.30751,15.3,-61.38334,0,0,7562.121,7562.121,1,1,0
"PER","ITA",2009,651262.25,29001.507,59641.853,1285216,19.8563,133.979541666667,0.4811192962,426.4046,-12.1,-77.05,0,0,10875.48,10875.48,1,1,0
"BLZ","ITA",2009,3909.97485351562,313.929,59641.853,22963,25.8382916666667,138.564108333333,1.0798773608,56.99649,17.21667,-88.8,0,0,9645.203,9645.203,1,1,0
"BHR","ITA",2009,189093.875,1185.029,59641.853,678,28.283775,8.86239833333333,1.1796372541,9.793742,26.2,50.63334,0,0,3883.804,3883.804,1,1,0
"POL","ITA",2009,1520285.125,38324.87,59641.853,312685,8.6605725,56.172695,0.7522591327,210.3233,52.25,21,0,0,1319.479,1319.479,1,1,1
"ZAF","ITA",2009,1486557,50970.818,59641.853,1219912,18.3586333333333,40.234825,0.554182616,415.4302,-25.73,28.22,0,0,8460.335,7697.383,1,1,0
"TUN","ITA",2010,418522.5625,10639.931,59729.807,164150,20.882375,20.7664883333333,1.0414863332,152.3892,36.83333,10.21667,0,0,595.3532,595.3532,1,1,0
"CHN","ITA",2010,42218080,1359755.102,59729.807,9572378,6.996725,51.1477916666667,0.4888929937,1163.707,39.91667,116.4333,0,0,8134.695,8134.695,1,1,0
"SVN","ITA",2010,259364.4375,2045.168,59729.807,20256,9.22444333333333,131.991583333333,1.2714133017,53.53165,46.06667,14.5,0,1,492.3427,492.3427,1,1,1
"LKA","ITA",2010,427549.9375,20198.353,59729.807,65610,27.5379333333333,146.231958333333,0.4636388695,96.3427,6.916667,79.86667,0,0,7635.494,7635.494,1,1,0
"KWT","ITA",2010,385586.96875,2998.083,59729.807,17818,27.7539583333333,4.35685166666667,0.9702803281,50.20689,29.33333,48,0,0,3471.372,3471.372,1,1,0
"PRT","ITA",2010,1694102.25,10652.321,59729.807,92389,15.4915533333333,114.5415875,0.673048494,114.3257,38.73333,-9.133333,0,0,1864.041,1864.041,1,1,1
"CMR","ITA",2011,119489.125,20520.447,59759.929,475442,25.1331666666667,112.875441666667,0.5693629891,259.3478,3.85,11.51667,0,0,4234.211,4234.211,1,1,0
"NPL","ITA",2011,164362.9375,27327.147,59759.929,147181,12.9564525,138.273064166667,0.41828254641,144.2978,27.7,85.31667,1,0,6640.497,6640.497,1,1,0
"ZWE","ITA",2011,80397.875,14386.649,59759.929,390759,21.6861,59.5472475,0.8946652677,235.1193,-17.83333,31.05,1,0,6915.104,6915.104,1,1,0
"EST","ITA",2011,136205.390625,1328.449,59759.929,45227,6.85996166666667,54.4417666666667,1.6734994921,79.98945,59.41667,24.75,0,0,2126.436,2126.436,1,1,1
"CAF","ITA",2011,16880.236328125,4476.153,59759.929,622984,24.6152166666667,111.8494675,0.3354240084,296.8741,4.383333,18.61667,1,0,4217.791,4217.791,1,1,0
"BHR","ITA",2011,198958.390625,1278.269,59759.929,678,28.0206666666667,4.79647583333333,1.7415896488,9.793742,26.2,50.63334,0,0,3883.804,3883.804,1,1,0
"JPN","ITA",2011,17226012,128505.399,59759.929,377801,11.3696116666667,145.489858333333,0.3039300297,231.188,35.66667,139.75,0,0,9869.275,9869.275,1,1,0
"BEN","ITA",2012,53067.8203125,9729.16,59733.834,112622,27.8581583333333,86.8115566666667,0.5475169832,126.225,6.5,2.783333,0,0,4070.718,4053.539,1,1,0
"KEN","ITA",2012,255913.96875,43646.629,59733.834,582646,25.0390833333333,64.1677666666667,0.5776507631,287.102,-1.283333,36.83333,0,0,5392.694,5392.694,1,1,0
"HUN","ITA",2012,998114.5,9869.684,59733.834,93032,11.4876041666667,44.383575,1.6612585622,114.7229,47.5,19.05,1,0,811.4083,811.4083,1,1,1
"GEO","ITA",2012,66808.03125,4107.719,59733.834,69700,7.62215333333333,68.803475,0.9594884758,99.30022,41.71667,44.81667,0,0,2665.359,2665.359,1,1,0
"SUR","ITA",2012,35547.6484375,537.077,59733.834,163820,25.9835583333333,184.294375,NA,152.236,5.866667,-55.23333,0,0,7744.406,7744.406,1,1,0
"DJI","ITA",2012,13422.70703125,881.185,59733.834,23200,28.6591916666667,19.9384175,NA,57.28986,11.6,43.15,0,0,4495.316,4495.316,1,1,0
"SVN","ITA",2013,336259.90625,2066.119,59668,20256,9.797895,126.401308333333,1.4347486753,53.53165,46.06667,14.5,0,1,492.3427,492.3427,1,1,1
"NPL","ITA",2013,179586.0625,27985.31,59668,147181,12.6721191666667,108.069695833333,0.4814600023,144.2978,27.7,85.31667,1,0,6640.497,6640.497,1,1,0
"BRB","ITA",2013,15420.666015625,282.509,59668,431,26.6234,187.61725,0.9349268292,7.808587,13.1,-59.61666,0,0,7572.592,7572.592,1,1,0
"PRT","ITA",2013,1837481.625,10527.674,59668,92389,15.2935583333333,79.87815,0.7802734429,114.3257,38.73333,-9.133333,0,0,1864.041,1864.041,1,1,1
"HRV","ITA",2014,411750.84375,4257.533,59585.668,56538,12.3304333333333,124.027183333333,0.8862328858,89.43428,45.8,15.96667,0,0,517.0557,517.0557,1,1,1
"ECU","ITA",2014,614165.8125,15903.112,59585.668,275716,21.9997583333333,169.50875,0.5770816899,197.4989,-0.2333333,-78.5,0,0,10117.13,10117.13,1,1,0
"TUN","ITA",2014,551658.75,11143.908,59585.668,164150,20.9807583333333,19.078555,1.0082618771,152.3892,36.83333,10.21667,0,0,595.3532,595.3532,1,1,0
"SVN","ITA",2014,338292.25,2070.845,59585.668,20256,10.7558083333333,143.045241666667,1.4422795901,53.53165,46.06667,14.5,0,1,492.3427,492.3427,1,1,1
"HND","ITA",2014,123703.28125,8809.216,59585.668,112088,24.0135833333333,154.881808333333,1.1297509728,125.9254,14.08333,-87.23333,0,0,9759.432,9759.432,1,1,0
"ARM","ITA",2014,44003.41796875,2906.22,59585.668,29800,8.68754666666667,44.0388091666667,0.7561168484,64.92948,40.18333,44.5,1,0,2677.67,2677.67,1,1,0
"LSO","ITA",2014,23889.3671875,2145.785,59585.668,30355,13.8873858333333,61.120935,1.1791119866,65.53132,-29.31667,27.48333,1,0,8072.605,8072.605,1,1,0
"SUR","ITA",2014,38824.8515625,547.928,59585.668,163820,26.1443583333333,173.026475,NA,152.236,5.866667,-55.23333,0,0,7744.406,7744.406,1,1,0
"DEU","JAM",2002,8357640.5,81611.868,2695.446,357325,9.94516166666667,74.5735166666667,0.6077300852,224.8358,51.467,6.983,0,0,8037.315,8454.036,1,1,0
"SWE","JAM",2002,946441.625,8920.694,2695.446,449964,2.5741825,49.9817333333333,0.7786356229,252.3032,59.33333,18.08333,0,0,8576.107,8576.107,1,1,0
"TCD","JAM",2002,14097.7294921875,9001.689,2695.446,1284005,27.43755,21.7601991666667,1.263508079,426.2036,12.16667,14.98333,1,0,9786.841,9786.841,1,1,0
"BEN","JAM",2002,32254.609375,7295.394,2695.446,112622,27.9175666666667,87.3454916666667,0.5148426491,126.225,6.4,2.517,0,0,8670.193,8695.088,1,1,0
"TGO","JAM",2002,12108.408203125,5251.472,2695.446,56785,27.3396833333333,103.097025,0.7430362754,89.62943,6.166667,1.35,0,0,8554.388,8554.388,1,1,0
"TJK","JAM",2003,70041.71875,6576.877,2712.511,143095,3.96629583333333,57.6035525,1.3766381049,142.2807,38.63334,68.85,1,0,12787.29,12787.29,0,1,0
"GTM","JAM",2003,122840.9140625,12500.478,2712.511,108889,24.1898333333333,169.340566666667,0.6595964993,124.1154,14.63333,-90.51667,0,0,1511.007,1511.007,1,1,0
"CYP","JAM",2003,60882.23046875,993.563,2712.511,9251,19.8753416666667,49.4513233333333,1.1400458845,36.17663,35.15,33.35,0,0,10593.8,10593.8,1,1,0
"DEU","JAM",2003,8613169,81686.495,2712.511,357325,9.8934675,46.7816583333333,0.6151913445,224.8358,52.533,13.417,0,0,8037.315,8454.036,1,1,0
"ZAF","JAM",2003,801470.625,47648.727,2712.511,1219912,18.269825,30.2841816666667,0.5140183109,415.4302,-33.93333,18.46667,0,0,11592.97,12337.97,1,1,0
"ECU","JAM",2003,238513.390625,13289.601,2712.511,275716,21.6379083333333,231.989716666667,0.4724163069,197.4989,-0.2333333,-78.5,0,0,2034.176,2034.176,1,1,0
"LUX","JAM",2003,79937.40625,447.322,2712.511,2586,10.2034758333333,63.0822166666667,2.541010524,19.12705,49.6,6.15,1,0,8003.091,8003.091,1,1,0
"DOM","JAM",2003,229209.421875,8967.76,2712.511,48734,24.7176,151.045875,0.8444950319,83.03283,18.5,-69.78333,0,0,744.061,744.061,1,1,0
"PER","JAM",2004,483556.75,27273.194,2728.777,1285216,19.7097833333333,143.920641666667,0.4193607827,426.4046,-12.1,-77.05,0,0,3346.508,3346.508,1,1,0
"NAM","JAM",2004,22389.671875,2009.228,2728.777,825518,20.7055583333333,24.1785691666667,0.8348874624,341.741,-22.56667,17.1,0,0,11158.89,11158.89,1,1,0
"IND","JAM",2004,6768954,1126135.777,2728.777,3287590,24.6211916666667,78.1322233333333,0.3791026504,681.9816,28.61667,77.21667,0,0,14143.62,14143.62,1,1,0
"RUS","JAM",2004,4698558,144044.607,2728.777,17075400,-5.52511083333333,38.141375,0.5658185239,1554.244,55.75,37.7,0,0,9806.688,9806.688,0,1,0
"KWT","JAM",2005,302124.53125,2276.623,2744.673,17818,26.0718916666667,15.114045,0.9224346204,50.20689,29.33333,48,0,0,12108.67,12108.67,1,1,0
"BRA","JAM",2005,5394142.5,186917.361,2744.673,8511920,25.770675,151.178533333333,0.2708679528,1097.356,-23.53,-46.63,0,0,5663.679,4913.289,1,1,0
"MAR","JAM",2005,385095.40625,30521.07,2744.673,710850,18.06352,19.2337958333333,0.6791485449,317.1194,34.03333,-6.85,0,0,7090.973,7090.973,1,1,0
"BEN","JAM",2005,39104.32421875,7982.225,2744.673,112622,28.2057666666667,81.2243275,0.458165601,126.225,6.4,2.517,0,0,8670.193,8695.088,1,1,0
"GAB","JAM",2006,58066.12109375,1444.844,2760.279,267667,25.4157,141.846725,0.8864940926,194.5948,0.3833333,9.416667,0,0,9603.229,9603.229,1,1,0
"SLE","JAM",2006,11666.533203125,5848.692,2760.279,73326,26.5687083333333,200.225668333333,0.4191279546,101.8504,8.5,-13.28333,0,0,6931.893,6931.893,1,1,0
"LSO","JAM",2006,10728.75,1965.662,2760.279,30355,12.9582025,84.7754425,NA,65.53132,-29.31667,27.48333,1,0,12335.75,12335.75,1,1,0
"BRB","JAM",2006,8459.8662109375,275.039,2760.279,431,27.043175,169.916825,0.9746318688,7.808587,13.1,-59.61666,0,0,1919.465,1919.465,1,1,0
"CYP","JAM",2006,90075.453125,1045.509,2760.279,9251,18.932525,28.1500966666667,1.0980636275,36.17663,35.15,33.35,0,0,10593.8,10593.8,1,1,0
"TUN","JAM",2006,273233.1875,10196.136,2760.279,164150,20.6589825,26.9784391666667,0.939378509,152.3892,36.83333,10.21667,0,0,8572.69,8572.69,1,1,0
"ZAF","JAM",2006,1046179.75,49364.582,2760.279,1219912,18.0916083333333,49.0016033333333,0.6027726432,415.4302,-33.93333,18.46667,0,0,11592.97,12337.97,1,1,0
"HTI","JAM",2006,101104.2734375,9409.457,2760.279,27750,25.0898583333333,111.983133333333,0.5951769826,62.65638,18.55,-72.33334,0,0,476.5364,476.5364,1,1,0
"PAK","JAM",2007,994699.8125,160332.974,2775.467,882872,20.7407716666667,26.8213508333333,0.3299042856,353.4131,33.66667,73.13333,0,0,13460.7,13460.7,1,1,0
"ITA","JAM",2007,9587137,59313.511,2775.467,301323,12.9802791666667,64.43435,0.5521364718,206.4667,41.88334,12.5,0,0,8637.783,8637.783,1,1,0
"LUX","JAM",2007,114725.3046875,474.722,2775.467,2586,10.4649775,91.361035,3.325048493,19.12705,49.6,6.15,1,0,8003.091,8003.091,1,1,0
"DOM","JAM",2007,321128.96875,9504.353,2775.467,48734,24.2478,159.471875,0.6194723068,83.03283,18.5,-69.78333,0,0,744.061,744.061,1,1,0
"EST","JAM",2008,106317.3046875,1339.712,2790.122,45227,7.15310583333333,68.5126833333333,1.375229531,79.98945,59.41667,24.75,0,0,8936.29,8936.29,1,1,0
"JPN","JAM",2008,17604990,128550.508,2790.122,377801,11.4630508333333,126.38435,0.3439902042,231.188,35.66667,139.75,0,0,12929.15,12929.15,1,1,0
"MUS","JAM",2008,49489.80859375,1239.293,2790.122,2045,23.8951166666667,170.754983333333,1.154893159,17.00907,-20.16667,57.5,0,0,15235.08,15235.08,1,1,0
"FJI","JAM",2008,10638.4345703125,843.34,2790.122,18333,24.2510583333333,229.414916666667,1.3072039875,50.92729,-18.13333,178.4167,0,0,12139.04,12139.04,1,1,0
"MEX","JAM",2009,4474886.5,115505.228,2804.082,1967210,21.5343333333333,55.2518341666667,0.5596776976,527.5446,19.41667,-99.16666,0,0,2361.969,2361.969,1,1,0
"ARG","JAM",2009,1731396.5,40799.407,2804.082,2766889,14.8759533333333,41.0402,0.3405712691,625.6475,-34.66667,-58.5,0,0,6169.833,6169.833,1,1,0
"ECU","JAM",2009,432460.59375,14691.275,2804.082,275716,22.0109083333333,150.787516666667,0.5210484903,197.4989,-0.2333333,-78.5,0,0,2034.176,2034.176,1,1,0
"BEN","JAM",2009,46363.2578125,8944.706,2804.082,112622,28.209725,90.279845,0.5184701002,126.225,6.5,2.783333,0,0,8670.193,8695.088,1,1,0
"CRI","JAM",2009,122062.7109375,4488.263,2804.082,51076,25.34465,226.838716666667,0.7017782048,85.00456,9.983334,-84.06667,0,0,1185.005,1185.005,1,1,0
"GTM","JAM",2010,241053.609375,14630.417,2817.21,108889,24.08255,247.180933333333,0.6211500929,124.1154,14.63333,-90.51667,0,0,1511.007,1511.007,1,1,0
"BRN","JAM",2010,91852.265625,388.662,2817.21,5765,25.7074083333333,340.905483333333,0.9537185661,28.55837,4.933333,114.9667,0,0,17176.31,17176.31,1,1,0
"TUN","JAM",2010,418522.5625,10639.931,2817.21,164150,20.882375,20.7664883333333,1.0414863332,152.3892,36.83333,10.21667,0,0,8572.69,8572.69,1,1,0
"CAF","JAM",2010,13606.0234375,4448.525,2817.21,622984,26.0873083333333,116.1094575,0.3831704306,296.8741,4.383333,18.61667,1,0,10437.84,10437.84,1,1,0
"ARG","JAM",2010,1773983.75,41223.889,2817.21,2766889,14.3684433333333,43.8049666666667,0.3497101327,625.6475,-34.66667,-58.5,0,0,6169.833,6169.833,1,1,0
"PER","JAM",2010,681035.5625,29373.646,2817.21,1285216,19.8782916666667,112.764275,0.5167280893,426.4046,-12.1,-77.05,0,0,3346.508,3346.508,1,1,0
"MNG","JAM",2010,98711.3984375,2712.65,2817.21,1565500,-0.500623333333333,19.0410808333333,1.0335003165,470.6091,47.9,106.8667,1,0,12693.83,12693.83,1,1,0
"MOZ","JAM",2011,38045.11328125,24939.005,2829.493,801590,24.2339,86.0002133333333,0.8833446309,336.7518,-25.96667,32.58333,0,0,12773.22,12773.22,1,1,0
"UKR","JAM",2011,1577901.25,45576.307,2829.493,603677,9.12647333333333,38.2460708333333,1.0624181244,292.2376,50.41667,30.5,0,0,9650.142,9650.142,1,1,0
"ARE","JAM",2011,2026025.5,8672.475,2829.493,83657,27.8804666666667,2.155425,1.517982701,108.789,24.46667,54.41667,0,0,12941.74,12941.74,1,1,0
"BRA","JAM",2011,11662182,198686.688,2829.493,8511920,25.4988666666667,152.698341666667,0.2370165584,1097.356,-23.53,-46.63,0,0,5663.679,4913.289,1,1,0
"GIN","JAM",2011,15856.19921875,11035.17,2829.493,245857,26.2045083333333,137.163543333333,0.8595467213,186.4984,9.516666,-15.71667,0,0,6643.825,6643.825,1,1,0
"FIN","JAM",2011,995980.4375,5389.242,2829.493,336593,3.37377333333333,51.8360333333333,0.7916990486,218.2159,60.13334,25,0,0,8923.501,8923.501,1,1,0
"PAN","JAM",2011,142056.6875,3707.782,2829.493,75648,25.2872583333333,235.1655,1.6248751958,103.4505,8.95,-79.5,0,0,1045.138,1045.138,1,1,0
"TUN","JAM",2011,476626.3125,10761.467,2829.493,164150,20.4796666666667,25.5320991666667,1.0452907483,152.3892,36.83333,10.21667,0,0,8572.69,8572.69,1,1,0
"TGO","JAM",2012,24159.919921875,6859.482,2840.992,56785,27.3225333333333,97.9910341666667,1.0698614745,89.62943,6.166667,1.35,0,0,8554.388,8554.388,1,1,0
"SAU","JAM",2012,4587537.5,29086.357,2840.992,2153168,25.9380916666667,5.842265,0.8351180373,551.9157,24.65,46.76667,0,0,12292.83,12292.83,1,1,0
"DOM","JAM",2012,387896.125,10154.95,2840.992,48734,24.3399166666667,126.941841666667,0.5838867389,83.03283,18.5,-69.78333,0,0,744.061,744.061,1,1,0
"BGR","JAM",2012,297272.0625,7310.383,2840.992,110994,12.0295558333333,50.8812,1.247764516,125.3094,42.66667,23.3,0,0,9465.301,9465.301,1,1,0
"MNG","JAM",2012,117768.21875,2814.226,2840.992,1565500,-0.729940833333333,20.50315,1.0958856435,470.6091,47.9,106.8667,1,0,12693.83,12693.83,1,1,0
"FRA","JAM",2013,11653404,63919.917,2851.807,547026,12.193615,77.6727166666667,0.5976405508,278.1876,48.86666,2.333333,0,0,7734.696,7734.696,1,1,0
"GIN","JAM",2013,19111.51953125,11536.615,2851.807,245857,26.2134416666667,145.0374925,0.804264443,186.4984,9.516666,-15.71667,0,0,6643.825,6643.825,1,1,0
"BWA","JAM",2013,130654.9375,2128.507,2851.807,600372,22.2728916666667,29.5488733333333,1.2294908302,291.4366,-24.75,25.91667,1,0,12089.4,12089.4,1,1,0
"MUS","JAM",2013,80534.1484375,1255.29,2851.807,2045,24.1174416666667,158.625991666667,1.099697366,17.00907,-20.16667,57.5,0,0,15235.08,15235.08,1,1,0
"SLV","JAM",2013,103172.296875,6250.777,2851.807,21041,24.1951583333333,179.247988333333,0.7971915916,54.55907,13.66667,-89.16666,0,0,1407.569,1407.569,1,1,0
"JAM","JAM",2013,132154.265625,2851.807,2851.807,10991,25.5772083333333,153.367958333333,0.832690496,39.43233,17.96667,-76.8,0,0,39.43233,39.43233,1,1,0
"PRT","JAM",2014,1937154.75,10471.168,2862.087,92389,15.4800183333333,88.3930425,0.7995975597,114.3257,38.73333,-9.133333,0,0,6860.766,6860.766,1,1,0
