ISO,Year,ck,lperP,ckperP,lperP_dummy1,lperP_dummy2,ckperP_dummy1,ckperP_dummy2,latitude,wto,pr,tas,kgatrstr,kgatemp
DMA,2014,2189.096191,0.010367565,0.030260795,0,0,0,1,15.4167,1,233.754225,25.07649167,NA,NA
DNK,2002,550845.0625,0.007892586,0.102465054,0,0,1,1,56,1,70.73049167,9.1910575,0,1
DNK,2003,571444,0.007871147,0.106008006,0,0,1,1,56,1,52.81886667,8.694319167,0,1
DNK,2004,616303.5625,0.007850832,0.114034775,0,0,1,1,56,1,63.762025,8.755006667,0,1
DNK,2005,652714,0.007829234,0.120439559,0,0,1,1,56,1,55.166425,8.780464167,0,1
DNK,2006,727784.5,0.007803546,0.133851038,0,0,1,1,56,1,66.79936667,9.4590825,0,1
DNK,2007,783919.0625,0.007769016,0.143537117,0,0,1,1,56,1,71.05421667,9.604144167,0,1
DNK,2008,883759.625,0.007723503,0.160870148,0,0,1,1,56,1,60.59383333,9.515203333,0,1
DNK,2009,917293.1875,0.007682287,0.166083181,0,0,1,1,56,1,59.73144167,8.92536,0,1
DNK,2010,997461.5,0.007648238,0.179797854,0,0,1,1,56,1,61.10763333,7.071661667,0,1
DNK,2011,1077295,0.007616812,0.193390374,0,0,1,1,56,1,64.80829167,9.1696025,0,1
DNK,2012,1055491.625,0.007588206,0.188764738,0,0,1,1,56,1,59.81186667,8.572225,0,1
DNK,2013,1072171.875,0.007556636,0.190950109,0,0,1,1,56,1,54.62986167,8.700729167,0,1
DNK,2014,1079511.125,0.00752363,0.191417445,0,0,1,1,56,1,70.05315,10.41319417,0,1
DOM,2002,220799.5,0.005470837,0.024999134,0,0,0,1,19,1,100.5307167,24.60710833,1,0
DOM,2003,229209.4219,0.005388191,0.025559275,0,0,0,1,19,1,151.045875,24.74725833,1,0
DOM,2004,248031.0781,0.005308142,0.027247189,0,0,0,1,19,1,125.1423083,24.3663,1,0
DOM,2005,273666.8125,0.005230816,0.029625428,0,0,0,1,19,1,160.2679417,24.1167,1,0
DOM,2006,299986.6563,0.00515615,0.032011098,0,0,0,1,19,1,124.666525,24.30364167,1,0
DOM,2007,321128.9688,0.005083995,0.033787628,0,0,0,1,19,1,159.471875,23.94774167,1,0
DOM,2008,339018.6563,0.005014273,0.035180716,0,0,0,1,19,1,119.3062833,23.545475,1,0
DOM,2009,346920.125,0.004946898,0.03551694,0,0,0,1,19,1,119.9285917,24.03464167,1,0
DOM,2010,358452.9063,0.004881803,0.036214743,0,0,0,1,19,1,162.9308917,23.84805,1,0
DOM,2011,372252.6563,0.004818921,0.03712451,0,0,0,1,19,1,146.4523,23.556325,1,0
DOM,2012,387896.125,0.00475823,0.038197415,0,0,0,1,19,1,126.9418417,24.14161667,1,0
DOM,2013,407786.4375,0.004699745,0.039662509,0,0,0,1,19,1,105.9600083,24.31349167,1,0
DOM,2014,433194.9375,0.0046435,0.04162957,0,0,0,1,19,1,104.4299083,24.80343333,1,0
DZA,2002,951533.8125,0.074451741,0.029744367,1,1,0,1,28,0,5.554230833,23.57105,0,0.0619512
DZA,2003,979068.375,0.073522099,0.03022293,1,1,0,1,28,0,8.751226667,23.82183333,0,0.0619512
DZA,2004,1029980.375,0.072575911,0.031385359,1,1,0,1,28,0,8.9122775,23.36375833,0,0.0619512
DZA,2005,1100865.5,0.071592765,0.033090935,1,1,0,1,28,0,5.945208333,23.54344167,0,0.0619512
DZA,2006,1173725,0.070571479,0.03477773,1,1,0,1,28,0,8.167530833,23.506875,0,0.0619512
DZA,2007,1223665,0.069515557,0.035714962,1,1,0,1,28,0,6.981854167,23.46571667,0,0.0619512
DZA,2008,1268023.125,0.068419062,0.03642587,1,1,0,1,28,0,6.806056667,23.21081667,0,0.0619512
DZA,2009,1299178.375,0.067277389,0.036698098,1,1,0,1,28,0,8.184488333,23.758575,0,0.0619512
DZA,2010,1348453.875,0.066093059,0.037419467,1,1,0,1,28,0,7.591168333,24.135575,0,0.0619512
DZA,2011,1417463.75,0.064867267,0.038604969,1,1,0,1,28,0,7.871655,23.69904167,0,0.0619512
DZA,2012,1491193.75,0.063615824,0.039829502,1,1,0,1,28,0,7.057975,23.61825,0,0.0619512
DZA,2013,1594439.125,0.062371853,0.041754399,1,1,0,1,28,0,6.838718333,23.4363,0,0.0619512
DZA,2014,1721823.75,0.061173256,0.044223788,1,1,0,1,28,0,6.453345833,23.92173333,0,0.0619512
EAP,2002,NA,0.008610514,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2003,NA,0.008536925,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2004,NA,0.008466833,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2005,NA,0.008399139,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2006,NA,0.008335376,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2007,NA,0.0082754,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2008,NA,0.008217005,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2009,NA,0.008159933,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2010,NA,0.008103564,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2011,NA,0.00804705,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2012,NA,0.007989976,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2013,NA,0.007932883,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAP,2014,NA,0.007875627,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2002,NA,0.01171424,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2003,NA,0.011620505,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2004,NA,0.011531759,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2005,NA,0.011446232,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2006,NA,0.01136378,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2007,NA,0.011286257,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2008,NA,0.011208875,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2009,NA,0.011134612,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2010,NA,0.011061814,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2011,NA,0.010989671,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2012,NA,0.010916806,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EAS,2013,NA,0.01084412,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
ECA,2002,NA,0.025308108,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2003,NA,0.025221709,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2004,NA,0.025121253,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2005,NA,0.025013323,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2006,NA,0.024901792,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2007,NA,0.024814454,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2008,NA,0.024700726,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2009,NA,0.024525425,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2010,NA,0.024323812,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2011,NA,0.024138312,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2012,NA,0.023974085,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2013,NA,0.02380323,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECA,2014,NA,0.023629048,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2002,NA,0.031721594,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2003,NA,0.031637165,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2004,NA,0.031541217,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2005,NA,0.031441587,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2006,NA,0.031336614,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2007,NA,0.031227031,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2008,NA,0.031100173,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2009,NA,0.030971045,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2010,NA,0.030848447,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2011,NA,0.030728662,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2012,NA,0.030661281,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2013,NA,0.0305291,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECS,2014,NA,0.030384634,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
ECU,2002,215387.0156,0.018999307,0.016476904,0,0,0,1,2,1,193.8708917,21.473275,0.5125517,0
ECU,2003,238513.3906,0.018688298,0.017947372,0,0,0,1,2,1,231.9897167,21.3268,0.5125517,0
ECU,2004,272804.1875,0.018383903,0.020193291,0,0,0,1,2,1,161.152125,21.18988333,0.5125517,0
ECU,2005,318879.6563,0.018081966,0.023216183,0,0,0,1,2,1,138.1320667,20.85574167,0.5125517,0
ECU,2006,355489.4688,0.017781291,0.025451206,0,0,0,1,2,1,168.5713417,21.20068333,0.5125517,0
ECU,2007,381349.5625,0.017483395,0.026845245,0,0,0,1,2,1,176.2492167,20.69434167,0.5125517,0
ECU,2008,410140.1875,0.017190398,0.028388119,0,0,0,1,2,1,222.3466083,20.93155,0.5125517,0
ECU,2009,432460.5938,0.016905232,0.02943649,0,0,0,1,2,1,150.7875167,21.99451667,0.5125517,0
ECU,2010,457075.3438,0.016629737,0.030604939,0,0,0,1,2,1,200.2039833,21.78471667,0.5125517,0
ECU,2011,497831.3125,0.016363933,0.032801089,0,0,0,1,2,1,198.1286083,21.31031667,0.5125517,0
ECU,2012,526074.25,0.016106885,0.03411748,0,0,0,1,2,1,189.2351833,21.48495,0.5125517,0
ECU,2013,566385.3125,0.015858186,0.036164615,0,0,0,1,2,1,164.46605,21.58165833,0.5125517,0
ECU,2014,614165.8125,0.015617262,0.038619698,0,0,0,1,2,1,169.50875,21.93693333,0.5125517,0
EGY,2002,429972.0625,0.014038473,0.006063741,0,0,0,1,27,1,2.646233333,23.32381667,0,0
EGY,2003,461592.4375,0.013778307,0.006389033,0,0,0,1,27,1,2.026660833,23.09265,0,0
EGY,2004,507002.8438,0.013525858,0.006888994,0,0,0,1,27,1,2.41977,23.159025,0,0
EGY,2005,571051.3125,0.013282918,0.007619899,0,0,0,1,27,1,2.683475833,23.17079167,0,0
EGY,2006,652980.1875,0.013050925,0.008560948,0,0,0,1,27,1,1.9750575,23.053125,0,0
EGY,2007,739960.6875,0.012827083,0.009534921,0,0,0,1,27,1,1.965213333,23.20835,0,0
EGY,2008,832079,0.012604443,0.01053583,0,0,0,1,27,1,2.375160833,23.594375,0,0
EGY,2009,905639.4375,0.012374686,0.011258229,0,0,0,1,27,1,2.398329167,23.4208,0,0
EGY,2010,994477.9375,0.012133568,0.01212172,0,0,0,1,27,1,2.178374167,24.79659167,0,0
EGY,2011,1096283.25,0.011880631,0.01308407,0,0,0,1,27,1,2.123068333,22.68285833,0,0
EGY,2012,1148735.75,0.011620821,0.013410269,0,0,0,1,27,1,2.359113333,23.4141,0,0
EGY,2013,1204706,0.01136178,0.013750168,0,0,0,1,27,1,2.785243333,23.197475,0,0
EGY,2014,1272877.375,0.011112454,0.014209445,0,0,0,1,27,1,3.156921667,23.48789167,0,0
EMU,2002,NA,0.008259253,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2003,NA,0.008214876,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2004,NA,0.008169328,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2005,NA,0.008126694,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2006,NA,0.00808693,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2007,NA,0.008045161,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2008,NA,0.008004563,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2009,NA,0.00797909,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2010,NA,0.007964959,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2011,NA,0.007946385,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2012,NA,0.007965398,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2013,NA,0.007939427,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EMU,2014,NA,0.007905441,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
ERI,2002,NA,0.026659403,NA,0,1,NA,NA,15,0,20.58469667,27.14385833,0,0
ERI,2003,NA,0.02571016,NA,0,1,NA,NA,15,0,22.84571833,27.19731667,0,0
ERI,2004,NA,0.024846505,NA,0,1,NA,NA,15,0,20.35365417,26.80039167,0,0
ERI,2005,NA,0.024097691,NA,0,1,NA,NA,15,0,29.3530775,26.897325,0,0
ERI,2006,NA,0.023464144,NA,0,1,NA,NA,15,0,20.95949583,26.91243333,0,0
ERI,2007,NA,0.022921731,NA,0,1,NA,NA,15,0,28.3722575,26.901125,0,0
ERI,2008,NA,0.022441263,NA,0,1,NA,NA,15,0,20.77735167,26.90550833,0,0
ERI,2009,NA,0.021987357,NA,0,1,NA,NA,15,0,16.60287667,27.38056667,0,0
ERI,2010,NA,0.021536724,NA,0,1,NA,NA,15,0,19.72340917,27.54931667,0,0
ERI,2011,NA,0.021087497,NA,0,1,NA,NA,15,0,16.99214417,26.80039167,0,0
ESP,2002,3151678,0.012044925,0.076069502,0,0,1,1,40,1,56.999475,13.94848583,0,0.8887184
ESP,2003,3389438,0.011833085,0.080341958,0,0,1,1,40,1,56.61028333,14.33690833,0,0.8887184
ESP,2004,3891921.5,0.011629962,0.090674503,0,0,1,1,40,1,46.35381667,13.830725,0,0.8887184
ESP,2005,4434242,0.01143308,0.101578958,0,0,1,1,40,1,36.448275,13.73827917,0,0.8887184
ESP,2006,5628296.5,0.011238967,0.126771089,0,0,1,1,40,1,51.78360833,14.38959917,0,0.8887184
ESP,2007,6977569,0.011035713,0.15427951,0,0,1,1,40,1,45.38269667,13.65037833,0,0.8887184
ESP,2008,7402299,0.010854308,0.161080253,0,0,1,1,40,1,54.150275,13.615925,0,0.8887184
ESP,2009,7573094,0.010755572,0.163343675,0,0,1,1,40,1,49.696025,14.31829,0,0.8887184
ESP,2010,7806612.5,0.010735151,0.167606968,0,0,1,1,40,1,65.60629167,13.52690333,0,0.8887184
ESP,2011,8074863.5,0.010694291,0.172751339,0,0,1,1,40,1,43.596325,14.225245,0,0.8887184
ESP,2012,8232054.5,0.010694405,0.175999932,0,0,1,1,40,1,42.36454,13.89533667,0,0.8887184
ESP,2013,8106426.5,0.010729505,0.173882854,0,0,1,1,40,1,55.81323333,13.70382917,0,0.8887184
ESP,2014,8438931,0.010779319,0.181855476,0,0,1,1,40,1,52.95063333,14.400725,0,0.8887184
EST,2002,43570.57422,0.030731866,0.031587758,0,1,0,1,59,1,45.253225,6.307061667,0,1
EST,2003,49774.34766,0.030925353,0.036312557,0,1,0,1,59,1,54.56644167,5.748585833,0,1
EST,2004,56454.27344,0.031110785,0.041432809,0,1,1,1,59,1,61.98200167,6.00418,0,1
EST,2005,65911.00781,0.031289328,0.048650889,0,1,1,1,59,1,53.55899167,6.168638333,0,1
EST,2006,79705.20313,0.031474373,0.059180733,0,1,1,1,59,1,46.00728333,6.567431667,0,1
EST,2007,93793.8125,0.031618283,0.06995988,0,1,1,1,59,1,58.626,6.793355,0,1
EST,2008,106317.3047,0.031703176,0.079513948,0,1,1,1,59,1,68.51268333,7.153105833,0,1
EST,2009,116082.3906,0.031764349,0.086984703,0,1,1,1,59,1,62.69025833,5.9955,0,1
EST,2010,120305.1797,0.031836873,0.090354817,0,1,1,1,59,1,65.594725,4.992929167,0,1
EST,2011,136205.3906,0.031933671,0.102607646,0,1,1,1,59,1,54.44176667,6.859961667,0,1
EST,2012,134345.7344,0.03204818,0.101569623,0,1,1,1,59,1,70.57743333,5.4293325,0,1
EST,2013,146293.5469,0.03216244,0.110996874,0,1,1,1,59,1,49.41780833,6.6863275,0,1
EST,2014,150939.2813,0.032268992,0.11490112,0,1,1,1,59,1,54.50886667,6.896133333,0,1
ETH,2002,85582.85156,NA,NA,NA,NA,NA,NA,8,0,55.19993333,23.29945833,0.2146411,0
ETH,2003,99195.99219,NA,NA,NA,NA,NA,NA,8,0,61.47048833,23.24433333,0.2146411,0
ETH,2004,121624.5625,NA,NA,NA,NA,NA,NA,8,0,65.769625,23.13455833,0.2146411,0
ETH,2005,153702.625,NA,NA,NA,NA,NA,NA,8,0,68.25669333,23.09425833,0.2146411,0
ETH,2006,167351.3281,NA,NA,NA,NA,NA,NA,8,0,70.52065333,23.11836667,0.2146411,0
ETH,2007,177396.2031,NA,NA,NA,NA,NA,NA,8,0,68.69148667,23.01808333,0.2146411,0
ETH,2008,188557.9688,NA,NA,NA,NA,NA,NA,8,0,68.9640775,22.79165,0.2146411,0
ETH,2009,199173.2031,NA,NA,NA,NA,NA,NA,8,0,60.69965,23.57726667,0.2146411,0
ETH,2010,213406.6094,NA,NA,NA,NA,NA,NA,8,0,71.65376083,23.28410833,0.2146411,0
ETH,2011,240324.5156,0.011128583,0.002674471,0,0,0,0,8,0,66.00094167,22.7999,0.2146411,0
ETH,2012,274823.5313,0.010847021,0.002981017,0,0,0,0,8,0,70.84211667,23.16726667,0.2146411,0
ETH,2013,321534.1875,0.010575478,0.003400378,0,0,0,0,8,0,80.62742833,23.21288333,0.2146411,0
ETH,2014,383348.0938,0.010313666,0.003953724,0,0,0,0,8,0,73.7687675,23.220875,0.2146411,0
EUU,2002,NA,0.008644523,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2003,NA,0.008612594,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2004,NA,0.008578111,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2005,NA,0.008543415,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2006,NA,0.008509925,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2007,NA,0.008478363,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2008,NA,0.008445468,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2009,NA,0.008422474,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2010,NA,0.008407125,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2011,NA,0.008388954,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2012,NA,0.008390181,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2013,NA,0.008366388,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
EUU,2014,NA,0.008337478,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
FCS,2002,NA,0.040875919,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2003,NA,0.039854053,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2004,NA,0.038860942,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2005,NA,0.037903039,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2006,NA,0.036976075,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2007,NA,0.03607782,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2008,NA,0.035208137,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2009,NA,0.034363172,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2010,NA,0.033556705,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2011,NA,0.032756055,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2012,NA,0.031974481,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2013,NA,0.031211922,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FCS,2014,NA,0.03047006,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA
FIN,2002,558814.9375,0.058568265,0.107452054,1,1,1,1,64,1,39.52514167,1.9340925,0,0.9328568
FIN,2003,571929.6875,0.058428771,0.109711903,1,1,1,1,64,1,42.26775833,2.24116,0,0.9328568
FIN,2004,619936.75,0.058259369,0.118576196,1,1,1,1,64,1,52.04883333,2.381229167,0,0.9328568
FIN,2005,680550.0625,0.058060318,0.129725049,1,1,1,1,64,1,49.76217167,3.075349167,0,0.9328568
FIN,2006,745063.5625,0.057746776,0.141478474,1,1,1,1,64,1,39.45496667,2.704250833,0,0.9328568
FIN,2007,798444,0.057497844,0.150971123,1,1,1,1,64,1,50.65821667,2.850250833,0,0.9328568
FIN,2008,890509.625,0.057195027,0.16759698,1,1,1,1,64,1,54.384675,2.947255833,0,0.9328568
FIN,2009,953238.8125,0.056922147,0.17854689,1,1,1,1,64,1,42.413425,2.229465833,0,0.9328568
FIN,2010,955492.875,0.056662326,0.178152184,1,1,1,1,64,1,44.149325,0.88318,0,0.9328568
FIN,2011,995980.4375,0.056398415,0.184842272,1,1,1,1,64,1,51.83603333,3.373773333,0,0.9328568
FIN,2012,1043856.688,0.056130703,0.192807957,1,1,1,1,64,1,56.60740833,1.621968333,0,0.9328568
FIN,2013,1029301.188,0.055872691,0.189245539,1,1,1,1,64,1,42.38224167,3.173425833,0,0.9328568
FIN,2014,1003242.063,0.055620877,0.183623032,1,1,1,1,64,1,43.10995833,3.277724167,0,0.9328568
FJI,2002,6820.995117,0.022398188,0.008362229,0,1,0,1,18,1,226.5879167,24.21376667,NA,NA
FJI,2003,6927.932617,0.022372543,0.008483605,0,1,0,1,18,1,207.7226583,24.32766667,NA,NA
FJI,2004,7091.406738,0.022325274,0.008665441,0,1,0,1,18,1,212.536925,24.28776667,NA,NA
FJI,2005,7520.788574,0.022231146,0.009151382,0,1,0,1,18,1,217.3843083,24.49134167,NA,NA
FJI,2006,8593.123047,0.022081485,0.010385819,0,1,0,1,18,1,222.4519083,24.401075,NA,NA
FJI,2007,9446.43457,0.021887343,0.011316768,0,1,0,1,18,1,239.3528667,24.484825,NA,NA
FJI,2008,10638.43457,0.021667303,0.01261665,0,1,0,1,18,1,229.4149167,24.25105833,NA,NA
FJI,2009,11489.31738,0.021447337,0.013487426,0,1,0,1,18,1,214.0138333,24.18730833,NA,NA
FJI,2010,12643.23047,0.021245372,0.014702251,0,1,0,1,18,1,208.7476167,24.354125,NA,NA
FJI,2011,14741.08887,0.02106472,0.016995999,0,1,0,1,18,1,228.17825,24.18655,NA,NA
FJI,2012,14999.60254,0.020900112,0.017158915,0,1,0,1,18,1,228.6090833,24.07671667,NA,NA
FJI,2013,15493.87109,0.02074988,0.017596933,0,1,0,1,18,1,224.2499583,24.23054167,NA,NA
FJI,2014,16197.64258,0.0206103,0.018272483,0,1,0,1,18,1,219.6618083,24.17738333,NA,NA
FRA,2002,5098792.5,0.008859536,0.082497702,0,0,1,1,46,1,76.48585833,12.17749833,0,0.9928532
FRA,2003,5135176.5,0.008796964,0.082499575,0,0,1,1,46,1,58.81055833,12.09755083,0,0.9928532
FRA,2004,6041438.5,0.008732428,0.096347156,0,0,1,1,46,1,66.18660833,11.69106833,0,0.9928532
FRA,2005,6905200,0.008666692,0.109295194,0,0,1,1,46,1,56.47220833,12.20729,0,0.9928532
FRA,2006,7899890,0.008606478,0.124170373,0,0,1,1,46,1,68.98309167,12.68545583,0,0.9928532
FRA,2007,8954847,0.008553394,0.139884013,0,0,1,1,46,1,70.02546667,12.82725083,0,0.9928532
FRA,2008,9545175,0.008505741,0.148274586,0,0,1,1,46,1,77.17778333,12.45506333,0,0.9928532
FRA,2009,9769681,0.008462093,0.150983269,0,0,1,1,46,1,66.61091667,12.74228667,0,0.9928532
FRA,2010,10405968,0.00842039,0.160024083,0,0,1,1,46,1,69.63224167,11.61106917,0,0.9928532
FRA,2011,11106307,0.008379763,0.169969929,0,0,1,1,46,1,58.97576667,13.37674583,0,0.9928532
FRA,2012,11074364,0.008341883,0.168713714,0,0,1,1,46,1,71.26836667,12.75058,0,0.9928532
FRA,2013,11653404,0.008305694,0.176766264,0,0,1,1,46,1,77.67271667,12.193615,0,0.9928532
FRA,2014,12076728,0.008270388,0.18240882,0,0,1,1,46,1,76.2964,13.39112,0,0.9928532
FRO,2002,NA,0.029419203,NA,0,1,NA,NA,62,0,125.422075,7.096794167,NA,NA
FRO,2003,NA,0.029197691,NA,0,1,NA,NA,62,0,128.5871917,7.351866667,NA,NA
FRO,2004,NA,0.029021059,NA,0,1,NA,NA,62,0,154.8496417,6.999785833,NA,NA
FRO,2005,NA,0.028880568,NA,0,1,NA,NA,62,0,146.3764833,6.515340833,NA,NA
FRO,2006,NA,0.028780538,NA,0,1,NA,NA,62,0,133.6738833,7.1631,NA,NA
FRO,2007,NA,0.028724871,NA,0,1,NA,NA,62,0,161.5398383,6.856411667,NA,NA
FRO,2008,NA,0.02870715,NA,0,1,NA,NA,62,0,153.265925,6.76502,NA,NA
FRO,2009,NA,0.028716598,NA,0,1,NA,NA,62,0,162.1993167,7.287859167,NA,NA
FRO,2010,NA,0.028743797,NA,0,1,NA,NA,62,0,117.9801,6.0234125,NA,NA
FRO,2011,NA,0.028788254,NA,0,1,NA,NA,62,0,220.3450833,7.08072,NA,NA
FRO,2012,NA,0.028847147,NA,0,1,NA,NA,62,0,150.45125,6.3284625,NA,NA
FRO,2013,NA,0.028907479,NA,0,1,NA,NA,62,0,135.24115,6.724275,NA,NA
GAB,2002,23117.86328,0.199869376,0.017932056,1,1,0,1,1,1,163.4353167,25.43725833,1,0
GAB,2003,28385.01172,0.195486965,0.021534908,1,1,0,1,1,1,151.0106167,25.40771667,1,0
GAB,2004,37278.58594,0.191217373,0.027664506,1,1,0,1,1,1,136.3891333,25.40046667,1,0
GAB,2005,54550.99219,0.187018654,0.039593484,1,1,0,1,1,1,130.7917433,25.368625,1,0
GAB,2006,58066.12109,0.182884763,0.041213214,1,1,0,1,1,1,141.846725,25.4157,1,0
GAB,2007,60782.09375,0.178825486,0.042183364,1,1,0,1,1,1,184.823025,25.39324167,1,0
GAB,2008,63562.55078,0.174840762,0.043130069,1,1,0,1,1,1,158.4001667,25.189525,1,0
GAB,2009,65135.48438,0.170933537,0.043209682,1,1,0,1,1,1,153.08244,25.35195,1,0
GAB,2010,68214.59375,0.167108103,0.044239575,1,1,0,1,1,1,147.6954167,25.482725,1,0
GAB,2011,72526.10156,0.163361648,0.04598123,1,1,0,1,1,1,149.3994583,25.265825,1,0
GAB,2012,76155.125,0.159697401,0.047199036,1,1,0,1,1,1,171.227935,25.33431667,1,0
GAB,2013,80647.36719,0.156130423,0.048866797,1,1,0,1,1,1,159.332325,25.24665833,1,0
GAB,2014,85714.13281,0.152677681,0.050788353,1,1,0,1,1,1,156.9702758,25.36645,1,0
GBR,2002,5185287,0.004074921,0.0873378,0,0,1,1,54,1,118.50165,9.480914167,0,1
GBR,2003,5323041.5,0.00405599,0.089241538,0,0,1,1,54,1,80.66455,9.500194167,0,1
GBR,2004,5802753.5,0.00403298,0.096732058,0,0,1,1,54,1,106.77615,9.475155,0,1
GBR,2005,6569251,0.004005384,0.108760262,0,0,1,1,54,1,96.56321667,9.3994175,0,1
