"ISO","Year","Pop","Land","openness_real","N","P","K","NperArea","PperArea","KperArea"
"MEX",2012,122070963,1943950,0.6652596913,1439333.24,557615.66,211856.09,55.77,21.61,8.21
"MEX",2013,123740109,1943950,0.6460262809,1435073.96,550191.21,217971.78,55.91,21.43,8.49
"MEX",2014,125385833,1943950,0.6585721764,1505402.45,603506.56,179972.11,58.64,23.51,7.01
"MKD",2002,2028706,25430,0.715338714,8969,0,6430,16.52,0,11.84
"MKD",2003,2033974,25430,0.7106932049,12030,0,3421,23.36,0,6.64
"MKD",2004,2038444,25430,0.8087012885,15030,3470,6155,29.53,6.82,12.09
"MKD",2005,2042894,25430,0.8584100348,18092,5412,4282,37.15,11.11,8.79
"MKD",2006,2047330,25430,0.9255166647,17074,4453,3701,35.79,9.34,7.76
"MKD",2007,2051427,25230,1.0609323418,18897,5382,4651,40.46,11.52,9.96
"MKD",2008,2055266,25230,1.1157005472,15677,4294,3840,34.08,9.33,8.35
"MKD",2009,2058920,25220,0.8717699495,17412,3382,3019,38.27,7.43,6.64
"MKD",2010,2062443,25220,0.9788106911,19444,4509,3831,43.31,10.04,8.53
"MKD",2011,2065888,25220,1.1319212557,18143,4474,3721,40.41,9.96,8.29
"MKD",2012,2069270,25220,1.1221504897,16738.8,3660.04,3445.26,37.2,8.13,7.66
"MKD",2013,2072543,25220,1.0569722495,19314.11,5468.75,3964.48,42.92,12.15,8.81
"MKD",2014,2075625,25220,1.1295843056,20428.62,5466.2,3853.96,45.19,12.09,8.52
"MLI",2004,12474857,1220190,0.5704765457,152803,95632,11877,29.66,18.56,2.31
"MLI",2005,12881384,1220190,0.5794429285,59289,16133,12503,10.31,2.8,2.17
"MLI",2006,13309942,1220190,0.6281260317,66469,18523,14363,11.41,3.18,2.46
"MLI",2007,13759226,1220190,0.6183355642,87331,84837,8172,14.66,14.24,1.37
"MLI",2008,14223403,1220190,0.4735886079,89292,7283,32942,15.11,1.23,5.57
"MLI",2009,14694565,1220190,0.4397457041,26683,8944,2462,4.17,1.4,0.38
"MLI",2010,15167286,1220190,0.4617308712,77893,34357,10468,12.15,5.36,1.63
"MLI",2011,15639115,1220190,0.5172296548,110299,37159,3534,15.73,5.3,0.5
"MLI",2012,16112333,1220190,0.5504109317,114410.96,19744.48,7766.71,16.32,2.82,1.11
"MLI",2013,16592097,1220190,0.5854021618,139291.01,43471.42,18896.7,21.23,6.63,2.88
"MLI",2014,17086022,1220190,0.5576987299,121418.05,33754.76,31199.4,18.51,5.14,4.76
"MLT",2002,395969,320,1.6234272019,598,156,175,59.8,15.6,17.5
"MLT",2003,398582,320,1.5736546113,521,168,187,50.1,16.15,17.98
"MLT",2004,401268,320,1.5901255821,643,263,264,64.3,26.3,26.4
"MLT",2005,403834,320,1.5672174708,578,129,159,62.15,13.87,17.1
"MLT",2006,405308,320,1.7750778448,926,118,140,100.65,12.83,15.22
"MLT",2007,406724,320,1.8079411927,571,137,178,61.4,14.73,19.14
"MLT",2008,409379,320,1.7705914586,339,121,132,36.45,13.01,14.19
"MLT",2009,412477,320,1.5778776393,415,6,13,44.62,0.65,1.4
"MLT",2010,414508,320,1.7294968931,410,71,98,39.69,6.87,9.49
"MLT",2011,416268,320,1.8250571587,460,131,243,44.53,12.68,23.52
"MMR",2002,48689952,653540,0.00619794125,32292,8469,1548,3.04,0.8,0.15
"MMR",2003,49151958,653540,0.00356594134,68839,23668,9047,6.45,2.22,0.85
"MMR",2004,49582751,653420,0.00308802944,102012,56686,38666,9.47,5.26,3.59
"MNE",2006,615025,13450,1.2847061747,1738,789,727,9.15,4.15,3.83
"MNE",2007,615875,13450,1.3109245515,1389,683,648,7.31,3.59,3.41
"MNE",2008,616969,13450,1.33478901,1319,658,582,6.98,3.48,3.08
"MNE",2009,618294,13450,0.975399258,1089,469,402,5.76,2.48,2.13
"MNE",2010,619428,13450,0.9978032633,1360,587,522,7.23,3.12,2.78
"MNE",2011,620079,13450,1.0665885399,1166,501,504,6.17,2.65,2.67
"MNE",2012,620601,13450,1.1176604452,1275.63,472.56,400.24,6.75,2.5,2.12
"MNE",2013,621207,13450,1.0277093015,1414.34,591.23,528.67,113.03,47.24,42.21
"MNE",2014,621800,13450,1.0012762,1324.68,551.57,541.23,96.36,40.1,39.37
"MNG",2002,2443503,1553560,1.1851725312,4448,NA,0,5.87,NA,0
"MNG",2003,2469045,1553560,1.2029939351,3986,NA,31,5.65,NA,0.04
"MNG",2004,2496621,1553560,1.3132931823,5873,NA,NA,8.32,NA,NA
"MNG",2005,2526447,1553560,1.2238145989,3657,NA,NA,5.25,NA,NA
"MNG",2006,2558484,1553560,1.129299831,6511,1,2,9.33,0,0
"MNG",2007,2592776,1553560,1.1788042642,5981,NA,37,8.48,NA,0.05
"MNG",2008,2629666,1553560,1.211980134,6921,18,2,8.28,0.02,0
"MNG",2009,2669572,1553560,1.0781375717,7520,15,35,12.05,0.02,0.06
"MNG",2010,2712657,1553560,1.0335003201,11026,31,23,17.87,0.05,0.04
"MNG",2011,2759074,1553560,1.2699922954,13933,19,13,22.69,0.03,0.02
"MNG",2012,2808339,1553560,1.0958856435,16935.62,0.01,5.19,26.01,0,0.01
"MNG",2013,2859174,1553560,1.0045911489,25366.22,9.64,7.37,44.39,0.02,0.01
"MNG",2014,2909871,1553560,1.0947192395,19127.26,130.18,1.89,33.43,0.23,0
"MOZ",2002,19348715,786380,0.8041614111,17700,2000,6900,3.77,0.43,1.47
"MOZ",2003,19928496,786380,0.765095523,1836,1360,117,0.39,0.29,0.02
"MOZ",2004,20523159,786380,0.7720534368,3414,3473,3508,0.7,0.72,0.72
"MOZ",2005,21126676,786380,0.7636774826,6400,439,298,1.22,0.08,0.06
"MOZ",2006,21737860,786380,0.7120178092,17168,2835,2748,3.33,0.55,0.53
"MOZ",2007,22359637,786380,0.7074947259,11464,1079,1293,2.1,0.2,0.24
"MOZ",2008,22994867,786380,0.6409556766,41860,10363,9430,7.41,1.83,1.67
"MOZ",2009,23647815,786380,0.6872671545,15133,4678,2373,2.62,0.81,0.41
"MOZ",2010,24321457,786380,0.761637031,43385,2587,355,7.29,0.43,0.06
"MOZ",2011,25016921,786380,0.8236231381,32590,7465,1506,5.48,1.25,0.25
"MOZ",2012,25732928,786380,1.0422597287,23787.89,3631.43,4330.98,4,0.61,0.73
"MOZ",2013,26467180,786380,1.0049410017,23995.91,1557.75,4154.22,4.03,0.26,0.7
"MOZ",2014,27216276,786380,0.9566320731,32534.42,1304.51,3231.06,5.47,0.22,0.54
"MUS",2002,1204621,2030,1.2060171376,11028,4011,13296,118.58,43.13,142.97
"MUS",2003,1213370,2030,1.1206552798,10742,4094,11516,116.76,44.5,125.17
"MUS",2004,1221003,2030,1.1041359298,10499,4022,12248,115.37,44.2,134.59
"MUS",2005,1228254,2030,1.2571303749,9908,5829,14196,111.33,65.49,159.51
"MUS",2006,1233996,2030,1.3138247035,8614,3392,9397,99.01,38.99,108.01
"MUS",2007,1239630,2030,1.2503504128,8815,2275,11770,103.71,26.76,138.47
"MUS",2008,1244121,2030,1.1903170067,7300,5965,5037,86.9,71.01,59.96
"MUS",2009,1247429,2030,1.0727597272,6954,2751,8532,82.79,32.75,101.57
"MUS",2010,1250400,2030,1.1625931745,5125,2316,5615,61.01,27.57,66.85
"MUS",2011,1252404,2030,1.1977672587,7745,2307,8920,94.45,28.13,108.78
"MUS",2012,1255882,2030,1.2126666706,10445.51,3509.44,6933.3,130.56,43.86,86.66
"MUS",2013,1258653,2030,1.1123947315,7594.76,3287.14,7729.22,96.13,41.61,97.84
"MUS",2014,1260934,2030,1.1451645848,9943.31,3409.86,8000.72,125.86,43.15,101.27
"MWI",2002,11788731,94280,0.5495674766,60083,18022,6579,20.16,6.05,2.21
"MWI",2003,12090476,94280,0.6729279467,60989,20662,11581,19.49,6.6,3.7
"MWI",2004,12407618,94280,0.6815434859,71630,23747,7841,22.88,7.59,2.51
"MWI",2005,12747846,94280,0.7623375497,66172,19676,11726,19.87,5.91,3.52
"MWI",2006,13112383,94280,0.6972949971,82959,24016,14546,24.15,6.99,4.23
"MWI",2007,13498377,94280,0.6859265146,84330,25369,15457,26.9,8.09,4.93
"MWI",2008,13904671,94280,0.7709571775,98191,12489,9623,27.39,3.48,2.68
"MWI",2009,14329056,94280,0.6360550645,72041,20614,15305,19.82,5.67,4.21
"MWI",2010,14769824,94280,0.743165923,96533,17680,16680,25.17,4.61,4.35
"MWI",2011,15226813,94280,0.6938616157,84938,13969,7375,22.74,3.74,1.97
"MWI",2012,15700436,94280,0.8922079707,58424.47,20497.48,13468.18,15.04,5.28,3.47
"MWI",2013,16190126,94280,1.0805744768,58784.79,25644.76,19494.44,14.92,6.51,4.95
"MWI",2014,16695253,94280,1.0191001914,118305.04,11677.37,13211.35,30.03,2.96,3.35
"MYS",2002,24401977,328550,1.9935649195,450453,33724,601152,67.16,5.03,89.63
"MYS",2003,24869423,328550,1.9419489031,429347,23771,736120,63.17,3.5,108.3
"MYS",2004,25332026,328550,2.1037382207,565937,47970,880422,83.01,7.04,129.13
"MYS",2005,25796124,328550,2.0385446065,634719,78335,682511,92.56,11.42,99.53
"MYS",2006,26263048,328550,2.0257765383,587260,76510,876497,86.02,11.21,128.39
"MYS",2007,26730607,328550,1.9246610759,690240,85025,942800,99.59,12.27,136.04
"MYS",2008,27197419,328550,1.7666859213,902997,69463,894113,130.57,10.04,129.28
"MYS",2009,27661017,328550,1.6255904743,951465,113824,352326,135.57,16.22,50.2
"MYS",2010,28119500,328550,1.5794481608,660849,310547,893137,92.03,43.25,124.38
"MYS",2011,28572970,328550,1.5493779429,211212,289496,981563,28.8,39.47,133.84
"MYS",2012,29021940,328550,1.4784180402,396716.77,398515.23,778586.38,53.25,53.49,104.51
"MYS",2013,29465372,328550,1.4269199398,264796.7,465529.4,845794.7,35.05,61.63,111.97
"MYS",2014,29901997,328550,1.3845596342,318809.05,505353.09,1054414.97,42.2,66.9,139.58
"NAM",2002,1957749,823290,0.94076285,2920,147,118,3.56,0.18,0.14
"NAM",2003,1980531,823290,0.9585828204,805,208,137,0.98,0.25,0.17
"NAM",2004,2002745,823290,0.8189125493,1973,341,298,2.41,0.42,0.36
"NAM",2005,2027026,823290,0.8076203456,1003,302,251,1.22,0.37,0.31
"NAM",2006,2053915,823290,0.870281876,1892,216,206,2.31,0.26,0.25
"NAM",2007,2083174,823290,1.0629985491,1337,292,343,1.65,0.36,0.42
"NAM",2008,2115703,823290,1.2120731759,210,19,0,0.26,0.02,0
"NAM",2009,2152357,823290,1.2547755825,1268,2,2,1.57,0,0
"NAM",2010,2193643,823290,1.0841349125,2849,390,308,3.52,0.48,0.38
"NAM",2011,2240161,823290,1.0300115895,4866,263,155,6.01,0.33,0.19
"NAM",2012,2291645,823290,1.0356529255,10503.4,966.03,557.74,12.98,1.19,0.69
"NAM",2013,2346592,823290,1.0120814294,7729.93,662.71,296.33,9.55,0.82,0.37
"NAM",2014,2402858,823290,1.0597297683,3874.2,605.27,431.46,4.79,0.75,0.53
"NER",2002,12075991,1266700,0.4239358006,6525,1821,195,0.47,0.13,0.01
"NER",2003,12526725,1266700,0.3998407212,2519,1276,331,0.18,0.09,0.02
"NER",2004,12996012,1266700,0.452703373,2117,653,615,0.15,0.05,0.04
"NER",2005,13485436,1266700,0.4739546795,2786,1628,1061,0.2,0.11,0.07
"NER",2006,13995530,1266700,0.459214679,4049,2117,1293,0.29,0.15,0.09
"NER",2007,14527631,1266700,0.4735441298,2508,2200,589,0.17,0.15,0.04
"NER",2008,15085130,1266700,0.5341753267,1558,383,348,0.1,0.03,0.02
"NER",2009,15672194,1266700,0.6717797153,3304,982,981,0.22,0.07,0.07
"NER",2010,16291990,1266700,0.712901875,4829,1969,692,0.32,0.13,0.05
"NER",2011,16946485,1266700,0.6868920434,3813,1886,1877,0.24,0.12,0.12
"NER",2012,17635782,1266700,0.6122052904,12812.14,27.01,1841.24,0.8,0,0.12
"NER",2013,18358863,1266700,0.6159476651,7123.17,2318.3,1262.66,0.42,0.14,0.07
"NER",2014,19113728,1266700,0.5448557997,12602.88,1751.73,2432.68,0.75,0.1,0.14
"NGA",2002,129246283,910770,0.6338363718,125131,13734,15117,3.1,0.34,0.38
"NGA",2003,132581484,910770,0.752189025,167778,21480,25677,4.05,0.52,0.62
"NGA",2004,136033321,910770,0.4844813069,116343,18663,24073,2.8,0.45,0.58
"NGA",2005,139611303,910770,0.5074835925,213221,20698,25185,5.03,0.49,0.59
"NGA",2006,143318011,910770,0.6460931391,216854,80687,71890,5.04,1.88,1.67
"NGA",2007,147152502,910770,0.6446290878,70115,39922,45550,1.62,0.92,1.05
"NGA",2008,151115683,910770,0.6497297381,125033,45547,40986,2.95,1.07,0.97
"NGA",2009,155207145,910770,0.6180285423,99589,35318,33446,2.57,0.91,0.86
"NGA",2010,159424742,910770,0.426513849,263151,71843,68057,6.63,1.81,1.71
"NGA",2011,163770669,910770,0.527941049,138428,41686,42970,3.4,1.02,1.06
"NGA",2012,168240403,910770,0.4438013665,192598.73,57371.36,53434.31,4.62,1.38,1.28
"NGA",2013,172816517,910770,0.3104885996,436957.27,65261.25,40602.23,10.79,1.61,1
"NGA",2014,177475986,910770,0.309768301,313759.75,63545.44,67196.17,7.75,1.57,1.66
"NIC",2002,5171736,120340,0.5809128432,35236,14380,7201,15.54,6.34,3.18
"NIC",2003,5240876,120340,0.6217506585,36667,20098,8621,15.8,8.66,3.72
"NIC",2004,5309703,120340,0.6719531681,33379,15836,15087,15.03,7.13,6.79
"NIC",2005,5379327,120340,0.7164572373,35608,10907,9712,15.55,4.76,4.24
"NIC",2006,5450217,120340,0.7675883753,42671,6519,11497,19.85,3.03,5.35
"NIC",2007,5522119,120340,0.8255316871,41872,13704,1070,19.99,6.54,0.51
"NIC",2008,5594524,120340,0.8776339764,34115,10421,1548,17.1,5.22,0.78
"NIC",2009,5666595,120340,0.7792395625,47285,6276,3680,24.31,3.23,1.89
"NIC",2010,5737722,120340,0.9638402418,39863,3407,9911,21.83,1.87,5.43
"NIC",2011,5807787,120340,1.0733593851,54979,14500,8035,30.56,8.06,4.47
"NIC",2012,5877034,120340,1.1072203151,65379,9792,1743,35.77,5.36,0.95
"NIC",2013,5945646,120340,1.0589035083,36289,12085,3393,20.27,6.75,1.9
"NIC",2014,6013913,120340,1.0161619446,50567,13169,12881,28.25,7.36,7.2
"NLD",2002,16148929,33760,1.1471038481,292195,48013,52594,307.9,50.59,55.42
"NLD",2003,16225302,33760,1.1265476019,290559,52442,54091,309.76,55.91,57.67
"NLD",2004,16281779,33760,1.1914822145,300495,50852,51524,259.36,43.89,44.47
"NLD",2005,16319868,33760,1.2455384717,279246,48623,47434,244.35,42.55,41.51
"NLD",2006,16346101,33760,1.2982586686,287767,48314,41715,261.01,43.82,37.84
"NLD",2007,16381696,33760,1.3172188886,241217,36058,42932,220.55,32.97,39.25
"NLD",2008,16445593,33760,1.3465860821,231058,26678,27802,209.77,24.22,25.24
"NLD",2009,16530388,33730,1.189804709,224188,9909,17102,205.64,9.09,15.69
"NLD",2010,16615394,33730,1.3554500944,217959,30728,51268,205.82,29.02,48.41
"NLD",2011,16693074,33720,1.4617321664,212312,14945,21035,203.68,14.34,20.18
"NLD",2012,16754962,33720,1.5427085206,231000,23000,39000,220.67,21.97,37.26
"NLD",2013,16804432,33670,1.5427474852,220655,13705,31280,205.36,12.75,29.11
"NLD",2014,16854183,33670,1.5438236492,218185,13022,35851,201.78,12.04,33.16
"NOR",2002,4538159,365245,0.67647023,99174,28220,53105,112.31,31.96,60.14
"NOR",2003,4564855,365245,0.6658368388,102587,28843,54535,117.11,32.93,62.25
"NOR",2004,4591910,365245,0.6904899659,103384,28914,54737,118.29,33.08,62.63
"NOR",2005,4623291,365245,0.7085078398,105549,28640,54473,121.74,33.03,62.83
"NOR",2006,4660677,365245,0.7238867483,103046,28338,54303,119.4,32.84,62.92
"NOR",2007,4709153,365245,0.7319394636,106319,27716,53893,124,32.33,62.86
"NOR",2008,4768212,365245,0.7493851184,107703,23738,49036,126.75,27.94,57.71
"NOR",2009,4828726,365245,0.6713122371,92742,18770,38036,110.48,22.36,45.31
"NOR",2010,4889252,365245,0.6840957975,85366,18064,36925,102.84,21.76,44.48
"NOR",2011,4953088,365245,0.6983201485,96000,20103,41083,116.73,24.44,49.96
"NOR",2012,5018573,365245,0.6830542747,94463,19117,38506,115.72,23.42,47.17
"NOR",2013,5079623,365245,0.67418904,95522,19378,39240,117.82,23.9,48.4
"NOR",2014,5136475,365245,0.6794218208,99206,19214,38798,122.31,23.69,47.83
"NPL",2002,24516969,143350,0.462307185,21838,15332,1780,8.9,6.25,0.73
"NPL",2003,24868900,143350,0.4424788361,5465,5233,1013,2.24,2.14,0.42
"NPL",2004,25198130,143350,0.4614728672,8118,8941,1399,3.34,3.68,0.58
"NPL",2005,25506847,143350,0.4406294748,2856,4994,287,1.18,2.07,0.12
"NPL",2006,25794344,143350,0.4476198776,8781,3970,NA,3.67,1.66,NA
"NPL",2007,26063619,143350,0.4457927502,1939,1342,323,0.82,0.57,0.14
"NPL",2008,26325183,143350,0.4603620635,2790,240,0,1.18,0.1,0
"NPL",2009,26592666,143350,0.4707944777,28331,11597,118,12.07,4.94,0.05
"NPL",2010,26875910,143350,0.45984905772,43148,10130,1411,18.5,4.34,0.61
"NPL",2011,27179237,143350,0.41828254641,54769,21439,1238,23.49,9.2,0.53
"NPL",2012,27500515,143350,0.4365820666,45950,9246,1344,19.75,3.98,0.58
"NPL",2013,27834981,143350,0.4814600023,78287,34379,2431,33.66,14.78,1.05
"NPL",2014,28174724,143350,0.5287192577,96718,41940,3743,41.59,18.03,1.61
"NZL",2002,3948500,263310,0.6257702496,308091,402355,163676,NA,NA,306.51
"NZL",2003,4027200,263310,0.5784258686,346880,441418,157521,NA,NA,335.15
"NZL",2004,4087500,263310,0.5870525324,299697,371321,68454,NA,NA,141.73
"NZL",2005,4133900,263310,0.5784676579,309801,821072,24569,NA,NA,50.35
"NZL",2006,4184600,263310,0.5965745297,268811,708033,18652,NA,NA,40.37
"NZL",2007,4223800,263310,0.5860115346,277473,701536,14277,NA,NA,28.55
"NZL",2008,4259800,263310,0.6499293388,265240,505679,11235,NA,NA,21.52
"NZL",2009,4302600,263310,0.5556074508,252658,335134,11235,466.16,NA,20.73
"NZL",2010,4350700,263310,0.5874639298,246235,377337,10475,431.99,NA,18.38
"NZL",2011,4384000,263310,0.6000919567,290277,511827,36563,NA,NA,67.46
"OMN",2002,2323203,309500,0.7701842503,4065,1348,6458,55.38,18.37,87.98
"OMN",2003,2385075,309500,0.8255391791,3547,1593,7009,48.59,21.82,96.01
"OMN",2004,2448194,309500,0.9024743741,5480,1276,6944,76.11,17.72,96.44
"OMN",2005,2506891,309500,0.893398042,30055,1178,7010,462.38,18.12,107.85
"OMN",2006,2553376,309500,0.8783675181,14683,1772,11199,233.06,28.13,177.76
"OMN",2007,2593750,309500,0.964725803,930,1246,8009,14.31,19.17,123.22
"OMN",2008,2652281,309500,0.956610485,8830,1692,11201,131.79,25.25,167.18
"OMN",2009,2762073,309500,0.8528215079,15823,1645,5932,213.82,22.23,80.16
"OMN",2010,2943747,309500,0.8981887208,0,1748,2158,0,24.08,29.72
"OMN",2011,3210003,309500,1.1594441467,17360,1387,5371,228.42,18.25,70.67
"OMN",2012,3545192,309500,1.1686931282,27047.01,1534.42,6176.61,371.52,21.07,84.84
"OMN",2013,3906912,309500,1.294525834,22590.67,1591.8,5729.33,329.78,23.23,83.64
"OMN",2014,4236057,309500,1.1541518817,0,2267.97,7780.12,0,32.95,113.08
"PAK",2002,144271586,770880,0.3053762992,2384980,647360,10700,74.8,20.3,0.34
"PAK",2003,147251530,770880,0.3284449575,2456009,669307,23944,77.13,21.02,0.75
"PAK",2004,150267989,770880,0.3030012871,2570230,761031,26449,82.79,24.51,0.85
"PAK",2005,153356383,770880,0.3525329003,2818779,871416,35301,91.03,28.14,1.14
"PAK",2006,156524189,770880,0.3568172966,2868984,906749,36408,92.15,29.12,1.17
"PAK",2007,159767672,770880,0.3299042856,2714053,816044,43924,87.51,26.31,1.42
"PAK",2008,163096985,770880,0.3559420149,2928057,565675,16564,96.59,18.66,0.55
"PAK",2009,166520983,770880,0.3207184826,3451900,778714,15499,114.01,25.72,0.51
"PAK",2010,170043918,770880,0.3286892658,3270531,756700,37545,108.15,25.02,1.24
"PAK",2011,173669648,770880,0.3293990515,3187339,653181,28013,103.03,21.11,0.91
"PAK",2012,177392252,770880,0.3280550221,2850771,678840,19427,91.77,21.85,0.63
"PAK",2013,181192646,770880,0.3334351996,3239557.12,875452.44,19849.41,103.57,27.99,0.63
"PAK",2014,185044286,770880,0.3100168625,3139263,936148,29549,100.45,29.95,0.95
"PAN",2002,3144728,74340,1.2974479319,15171,4144,2826,21.43,5.85,3.99
"PAN",2003,3202511,74340,1.2213991897,17622,5956,4456,24.89,8.41,6.29
"PAN",2004,3260611,74340,1.3151707066,15233,2362,5509,21.52,3.34,7.78
"PAN",2005,3319301,74340,1.4454661261,15618,1637,1607,22.06,2.31,2.27
"PAN",2006,3378600,74340,1.4619244909,17682,1405,1647,25.08,1.99,2.34
"PAN",2007,3438398,74340,1.4538228095,14506,1832,2070,20.29,2.56,2.9
"PAN",2008,3498679,74340,1.4899694583,15453,1748,2136,21.61,2.44,2.99
"PAN",2009,3559401,74340,1.3873404538,17296,3752,4627,24.02,5.21,6.43
"PAN",2010,3620506,74340,1.396875141,21601,5948,8723,28.52,7.85,11.52
"PAN",2011,3681979,74340,1.5834688388,13158,4407,3584,17.45,5.84,4.75
"PAN",2012,3743761,74340,1.5475364341,22714.27,11156.9,9482.07,30.37,14.91,12.68
"PER",2002,26601463,1280000,0.348273368,210580,50288,45683,43.99,10.51,9.54
"PER",2003,26937737,1280000,0.36671113,204092,62645,48877,42.19,12.95,10.1
"PER",2004,27273188,1280000,0.4103275297,210640,72358,46914,44.14,15.16,9.83
"PER",2005,27610406,1280000,0.4686635108,180300,65404,55809,35.92,13.03,11.12
"PER",2006,27949958,1280000,0.5083078142,203041,85912,51021,39.71,16.8,9.98
"PER",2007,28292768,1280000,0.5387594205,246705,65591,90960,47.57,12.65,17.54
"PER",2008,28642048,1280000,0.5646560286,203064,44884,50535,38.68,8.55,9.63
"PER",2009,29001563,1280000,0.4641854353,261885,99643,23681,48.52,18.46,4.39
"PER",2010,29373644,1280000,0.5001229642,223425,86006,56262,41.44,15.95,10.43
"PER",2011,29759891,1280000,0.5524166811,251242,93563,63211,46.61,17.36,11.73
"PER",2012,30158768,1280000,0.5227382215,266346.46,75472.8,49884,48.12,13.64,9.01
"PER",2013,30565461,1280000,0.4883838706,253006.63,72928.46,72210.4,45.43,13.1,12.97
"PER",2014,30973148,1280000,0.4632017441,249814.02,79748.86,76059.4,45.17,14.42,13.75
"PHL",2002,81294378,298170,1.024350803,445244,227134,49914,46.21,23.57,5.18
"PHL",2003,82971734,298170,1.0184933344,572571,208687,77402,58.79,21.43,7.95
"PHL",2004,84596249,298170,1.0264252083,629808,129401,59201,63.17,12.98,5.94
"PHL",2005,86141373,298170,0.9787854923,544134,137311,80093,55.21,13.93,8.13
"PHL",2006,87592899,298170,0.9494082587,474332,148819,91132,47.06,14.76,9.04
"PHL",2007,88965508,298170,0.866194089,519960,205168,117612,50.53,19.94,11.43
"PHL",2008,90297115,298170,0.7628226657,401297,79239,91567,38.18,7.54,8.71
"PHL",2009,91641881,298170,0.6559038463,428140,65149,174660,40.39,6.15,16.48
"PHL",2010,93038902,298170,0.7141949127,593226,92446,116936,55.96,8.72,11.03
"PHL",2011,94501233,298170,0.6769791655,518448,150962,120084,48.18,14.03,11.16
"PHL",2012,96017322,298170,0.648994436,470000,80400,110000,43,7.36,10.06
"PHL",2013,97571676,298170,0.6022506287,617000,99300,124000,56.4,9.08,11.33
"PHL",2014,99138690,298170,0.6105298727,635500,132300,163000,58.09,12.09,14.9
"PNG",2002,5653284,452860,1.1891911029,4983,29244,779,6.08,35.66,0.95
"PNG",2003,5795571,452860,1.23449069,6869,81119,556,8.33,98.33,0.67
"PNG",2004,5940048,452860,1.3108291101,14752,1094,1824,17.77,1.32,2.2
"POL",2002,38230364,306290,0.6092445631,831700,302600,377400,62.36,22.69,28.3
"POL",2003,38204570,306240,0.6943730568,895000,321900,405200,69.37,24.95,31.41
"POL",2004,38182222,306330,0.7181933472,895300,324300,408800,69.07,25.02,31.54
"POL",2005,38165445,306330,0.7079059293,996500,441800,527800,79.6,35.29,42.16
"POL",2006,38141267,306320,0.7830078416,1056200,411900,502600,82.9,32.33,39.45
"POL",2007,38120560,306320,0.8095111702,1142300,462300,537400,93.65,37.9,44.06
"POL",2008,38125759,306300,0.8150959585,1095400,375300,428700,88.22,30.22,34.53
"POL",2009,38151603,306280,0.7590696479,1027600,352600,396700,82.61,28.35,31.89
"POL",2010,38042794,306280,0.8209243907,1091100,408400,454900,97.25,36.4,40.55
"POL",2011,38063255,306230,0.8706679681,1094700,370800,418300,95.29,32.28,36.41
"POL",2012,38063164,306220,0.8931824097,1179100,374100,390200,104.13,33.04,34.46
"POL",2013,38040196,306210,0.9068971908,1098400,341100,495800,98.04,30.44,44.25
"POL",2014,37995529,306210,0.9360670166,1003600,303600,485000,88.78,26.86,42.91
"PRT",2002,10419631,91500,0.621610538,163902,79320,69371,68.9,33.34,29.16
"PRT",2003,10458821,91500,0.6043826721,110132,89573,71392,47.8,38.88,30.99
"PRT",2004,10483861,91500,0.6276298066,125844,119433,74903,54.48,51.7,32.43
"PRT",2005,10503330,91470,0.6257180573,102663,77272,84762,50.03,37.66,41.31
"PRT",2006,10522288,91470,0.6807303623,87391,51149,31654,43.01,25.17,15.58
"PRT",2007,10542964,91470,0.6965307983,110477,67467,51601,58.79,35.9,27.46
"PRT",2008,10558177,91470,0.7196332806,105131,41135,43463,54.1,21.17,22.37
"PRT",2009,10568247,91590,0.6108227734,97293,26427,18675,50.91,13.83,9.77
"PRT",2010,10573100,91590,0.673048494,100249,41432,29258,53.85,22.26,15.72
"PRT",2011,10557560,91590,0.7286388057,95088,29563,24652,51.43,15.99,13.33
"PRT",2012,10514844,91590,0.7592896147,106864,33157,29519,57.58,17.87,15.91
"PRT",2013,10457295,91600,0.7802734429,110643,39597,40562,58.24,20.84,21.35
"PRT",2014,10397393,91600,0.7971133929,122842,42269,37031,65.17,22.42,19.64
"PRY",2002,5508615,397300,0.9013588868,34934,68427,49807,10.56,20.69,15.06
"PRY",2003,5607948,397300,0.9486023594,41662,94624,80979,12.33,28,23.96
"PRY",2004,5703742,397300,0.9559127043,50723,113754,99805,14.62,32.78,28.76
"PRY",2005,5795493,397300,1.0420388654,41897,103885,81758,11.77,29.18,22.97
"PRY",2006,5882797,397300,1.0777000414,47891,115903,94366,13.12,31.75,25.85
"PRY",2007,5966160,397300,1.0351836168,76839,140020,126433,20.55,37.44,33.81
"PRY",2008,6047131,397300,1.0354562551,58789,115996,105878,15.32,30.23,27.59
"PRY",2009,6127847,397300,0.9629960728,58908,116076,77186,14.37,28.31,18.83
"PRY",2010,6209877,397300,1.0658487919,81616,140805,117863,19.29,33.29,27.86
"PRY",2011,6293763,397300,1.0282261243,100585,178224,141521,22.91,40.6,32.24
"PRY",2012,6379162,397300,0.9862840026,97575.82,152818.88,116830.63,21.68,33.96,25.96
"PRY",2013,6465669,397300,0.9383601875,115423.11,179225.95,140710.28,24.64,38.26,30.03
"PRY",2014,6552518,397300,0.8981401638,134521.29,195895.97,174831.57,27.54,40.1,35.79
"QAT",2002,634388,11610,0.8846972363,0,80,431,0,5.52,29.72
"QAT",2003,668165,11610,0.901649487,0,0,0,0,0,0
"QAT",2004,732096,11610,0.9037242884,49353,0,0,NA,0,0
