pr,"	Year", Month, Country, ISO3, ISO2
83.6238,1952,12,NLD,,
21.5882,1953,1,NLD,,
60.3878,1953,2,NLD,,
15.4016,1953,3,NLD,,
50.9952,1953,4,NLD,,
43.5075,1953,5,NLD,,
90.5411,1953,6,NLD,,
80.7887,1953,7,NLD,,
91.5945,1953,8,NLD,,
47.9947,1953,9,NLD,,
10.802,1953,10,NLD,,
22.672,1953,11,NLD,,
40.1811,1953,12,NLD,,
55.495,1954,1,NLD,,
37.7088,1954,2,NLD,,
43.3062,1954,3,NLD,,
18.5824,1954,4,NLD,,
38.523,1954,5,NLD,,
71.4394,1954,6,NLD,,
116.474,1954,7,NLD,,
107.204,1954,8,NLD,,
77.6555,1954,9,NLD,,
83.872,1954,10,NLD,,
60.3047,1954,11,NLD,,
69.6924,1954,12,NLD,,
61.6896,1955,1,NLD,,
49.7675,1955,2,NLD,,
36.8078,1955,3,NLD,,
27.5406,1955,4,NLD,,
79.9056,1955,5,NLD,,
62.2963,1955,6,NLD,,
27.2342,1955,7,NLD,,
54.9749,1955,8,NLD,,
71.7135,1955,9,NLD,,
101.267,1955,10,NLD,,
24.4582,1955,11,NLD,,
78.9976,1955,12,NLD,,
103.953,1956,1,NLD,,
25.1767,1956,2,NLD,,
34.9369,1956,3,NLD,,
34.0921,1956,4,NLD,,
41.2392,1956,5,NLD,,
66.5689,1956,6,NLD,,
106.481,1956,7,NLD,,
127.059,1956,8,NLD,,
55.6825,1956,9,NLD,,
95.8118,1956,10,NLD,,
45.6303,1956,11,NLD,,
46.7462,1956,12,NLD,,
48.0061,1957,1,NLD,,
88.7681,1957,2,NLD,,
59.9478,1957,3,NLD,,
14.1403,1957,4,NLD,,
52.1402,1957,5,NLD,,
40.5515,1957,6,NLD,,
116.014,1957,7,NLD,,
121.896,1957,8,NLD,,
147.19,1957,9,NLD,,
55.6819,1957,10,NLD,,
43.2297,1957,11,NLD,,
50.6888,1957,12,NLD,,
84.8353,1958,1,NLD,,
86.2809,1958,2,NLD,,
28.9255,1958,3,NLD,,
48.7661,1958,4,NLD,,
71.0986,1958,5,NLD,,
55.8156,1958,6,NLD,,
87.1868,1958,7,NLD,,
96.7632,1958,8,NLD,,
81.6771,1958,9,NLD,,
76.9517,1958,10,NLD,,
27.6825,1958,11,NLD,,
76.1727,1958,12,NLD,,
93.5879,1959,1,NLD,,
6.97984,1959,2,NLD,,
53.8205,1959,3,NLD,,
55.2382,1959,4,NLD,,
20.2314,1959,5,NLD,,
44.3825,1959,6,NLD,,
51.2374,1959,7,NLD,,
37.1685,1959,8,NLD,,
4.50283,1959,9,NLD,,
65.928,1959,10,NLD,,
41.9315,1959,11,NLD,,
61.9735,1959,12,NLD,,
73.8293,1960,1,NLD,,
40.341,1960,2,NLD,,
24.3811,1960,3,NLD,,
31.1901,1960,4,NLD,,
46.4475,1960,5,NLD,,
48.8927,1960,6,NLD,,
110.66,1960,7,NLD,,
120.631,1960,8,NLD,,
68.7102,1960,9,NLD,,
124.775,1960,10,NLD,,
115.399,1960,11,NLD,,
89.9062,1960,12,NLD,,
96.1156,1961,1,NLD,,
69.2384,1961,2,NLD,,
37.7358,1961,3,NLD,,
63.7419,1961,4,NLD,,
42.9049,1961,5,NLD,,
74.1798,1961,6,NLD,,
97.3322,1961,7,NLD,,
82.5413,1961,8,NLD,,
69.3959,1961,9,NLD,,
99.6611,1961,10,NLD,,
79.1943,1961,11,NLD,,
105.122,1961,12,NLD,,
81.0624,1962,1,NLD,,
54.6348,1962,2,NLD,,
46.7797,1962,3,NLD,,
66.01,1962,4,NLD,,
65.145,1962,5,NLD,,
20.391,1962,6,NLD,,
81.6172,1962,7,NLD,,
78.9395,1962,8,NLD,,
66.3305,1962,9,NLD,,
57.0969,1962,10,NLD,,
36.7266,1962,11,NLD,,
90.0035,1962,12,NLD,,
22.47,1963,1,NLD,,
15.4598,1963,2,NLD,,
55.8635,1963,3,NLD,,
45.6031,1963,4,NLD,,
64.9863,1963,5,NLD,,
85.3406,1963,6,NLD,,
51.868,1963,7,NLD,,
125.433,1963,8,NLD,,
66.1872,1963,9,NLD,,
57.0337,1963,10,NLD,,
88.9972,1963,11,NLD,,
16.1718,1963,12,NLD,,
22.7456,1964,1,NLD,,
28.6495,1964,2,NLD,,
40.971,1964,3,NLD,,
50.3684,1964,4,NLD,,
44.5647,1964,5,NLD,,
74.8474,1964,6,NLD,,
48.4171,1964,7,NLD,,
71.3131,1964,8,NLD,,
64.3442,1964,9,NLD,,
100.349,1964,10,NLD,,
57.491,1964,11,NLD,,
85.1816,1964,12,NLD,,
91.7961,1965,1,NLD,,
23.2843,1965,2,NLD,,
48.6743,1965,3,NLD,,
86.224,1965,4,NLD,,
88.0836,1965,5,NLD,,
81.9955,1965,6,NLD,,
145.059,1965,7,NLD,,
78.8175,1965,8,NLD,,
63.3646,1965,9,NLD,,
23.8526,1965,10,NLD,,
80.7805,1965,11,NLD,,
165.793,1965,12,NLD,,
48.5522,1966,1,NLD,,
80.0915,1966,2,NLD,,
71.458,1966,3,NLD,,
70.8793,1966,4,NLD,,
41.5582,1966,5,NLD,,
112.366,1966,6,NLD,,
122.677,1966,7,NLD,,
75.6699,1966,8,NLD,,
44.2221,1966,9,NLD,,
